"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","40건","-","-","143,889","-","-","-"
"1","활전복","야마구치현","2015-2-4","130","불검출","불검출","적합"
"2","활가리비","홋카이도","2015-2-4","6,957","불검출","불검출","적합"
"3","활가리비","홋카이도","2015-2-4","3,335","불검출","불검출","적합"
"4","냉장갈치","야마구치현","2015-2-4","528","불검출","불검출","적합"
"5","냉장가오리","야마구치현","2015-2-4","610","불검출","불검출","적합"
"6","냉장명태","홋카이도","2015-2-4","5,000","불검출","불검출","적합"
"7","냉장명태","홋카이도","2015-2-4","8,150","불검출","불검출","적합"
"8","냉장갈치","야마구치현","2015-2-4","3,232","불검출","불검출","적합"
"9","냉장명태","홋카이도","2015-2-4","11,400","불검출","불검출","적합"
"10","활꼬막(새꼬막)","후쿠오카현","2015-2-4","6,980","불검출","불검출","적합"
"11","냉장명태","홋카이도","2015-2-4","10,569","불검출","불검출","적합"
"12","냉장명태","홋카이도","2015-2-4","4,320","불검출","불검출","적합"
"13","활가리비","홋카이도","2015-2-4","7,018","불검출","불검출","적합"
"14","냉장명태","홋카이도","2015-2-4","10,556","불검출","불검출","적합"
"15","냉장명태","홋카이도","2015-2-4","4,200","불검출","불검출","적합"
"16","냉장명태","홋카이도","2015-2-4","4,486","불검출","불검출","적합"
"17","냉장돔(참돔)","야마구치현","2015-2-4","640","불검출","불검출","적합"
"18","냉장돔(황돔)","야마구치현","2015-2-4","130","불검출","불검출","적합"
"19","냉장가오리","야마구치현","2015-2-4","620","불검출","불검출","적합"
"20","냉장홍어","야마구치현","2015-2-4","276","불검출","불검출","적합"
"21","냉장갈치","오이타현","2015-2-4","45","불검출","불검출","적합"
"22","냉동기름치","태평양","2015-2-4","8,869","불검출","불검출","적합"
"23","냉장돔(황돔)","나가사키현","2015-2-4","156","불검출","불검출","적합"
"24","냉동기름치","태평양","2015-2-4","15,671","불검출","불검출","적합"
"25","냉장가오리","야마구치현","2015-2-4","360","불검출","불검출","적합"
"26","냉장돔(황돔)","나가사키현","2015-2-4","288","불검출","불검출","적합"
"27","냉동기름치","태평양","2015-2-4","12,770","불검출","불검출","적합"
"28","활돔(벵에돔)","오이타현","2015-2-4","1,196","불검출","불검출","적합"
"29","냉장홍어","홋카이도","2015-2-4","1,398","불검출","불검출","적합"
"30","활꼬막(새꼬막)","후쿠오카현","2015-2-4","3,200","불검출","불검출","적합"
