"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","25건","-","-","55,967","-","-","-"
"1","활돔(벵에돔)","오이타현","2015-2-6","1,114","불검출","불검출","적합"
"2","활돔(참돔)","나가사키현","2015-2-6","9,400","불검출","불검출","적합"
"3","활방어","에히메현","2015-2-6","4,864","불검출","불검출","적합"
"4","활장어(먹장어)","나가사키현","2015-2-6","2,916","불검출","불검출","적합"
"5","활전복","나가사키현","2015-2-6","300","불검출","불검출","적합"
"6","냉장민어(수조기)","야마구치현","2015-2-6","87","불검출","불검출","적합"
"7","냉장돔(황돔)","야마구치현","2015-2-6","245","불검출","불검출","적합"
"8","활꼬막","사가현","2015-2-6","300","불검출","불검출","적합"
"9","활꼬막(새꼬막)","사가현","2015-2-6","4,000","불검출","불검출","적합"
"10","냉장갈치","오이타현","2015-2-6","260","불검출","불검출","적합"
"11","냉장홍어","야마구치현","2015-2-6","492","불검출","불검출","적합"
"12","냉장명태","홋카이도","2015-2-6","5,226","불검출","불검출","적합"
"13","냉장명태","홋카이도","2015-2-6","5,226","불검출","불검출","적합"
"14","냉장홍어","홋카이도","2015-2-6","427","불검출","불검출","적합"
"15","활꼬막(새꼬막)","사가현","2015-2-6","5,360","불검출","불검출","적합"
"16","냉장갈치","오이타현","2015-2-6","140","불검출","불검출","적합"
"17","냉장갈치","나가사키현","2015-2-6","194","불검출","불검출","적합"
"18","냉장돔(황돔)","나가사키현","2015-2-6","480","불검출","불검출","적합"
"19","냉장돔(황돔)","야마구치현","2015-2-6","230","불검출","불검출","적합"
"20","냉장돔(참돔)","야마구치현","2015-2-6","340","불검출","불검출","적합"
"21","냉동새우살","도야마현","2015-2-6","60","불검출","불검출","적합"
"22","활장어(먹장어)","나가사키현","2015-2-6","1,321","불검출","불검출","적합"
"23","활전복","나가사키현","2015-2-6","70","불검출","불검출","적합"
"24","냉동멸치","도야마현","2015-2-6","12,615","불검출","불검출","적합"
"25","활전복","나가사키현","2015-2-6","300","불검출","불검출","적합"
