"순번","품목","원산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"1","냉동가자미(각시가자미)","러시아","2017-08-24","22,000","불검출","불검출","적합"
"2","냉동상어(청상아리)","대만","2017-08-24","25,000","불검출","불검출","적합"
"3","냉동가자미(각시가자미)","러시아","2017-08-24","22,500","불검출","불검출","적합"
"4","냉동다랑어(눈다랑어,F,횟감)","대만","2017-08-24","1,700","불검출","불검출","적합"
"5","냉동명태","러시아","2017-08-24","336,842","불검출","불검출","적합"
"6","냉동대구(F)","러시아","2017-08-24","24,000","불검출","불검출","적합"
"7","냉동명태(F)","러시아","2017-08-24","21,129","불검출","불검출","적합"
"8","냉동명태(F)","러시아","2017-08-24","14,077","불검출","불검출","적합"
"9","냉동명태","러시아","2017-08-24","12,352","불검출","불검출","적합"
"10","냉동가자미(각시가자미)","러시아","2017-08-24","22,050","불검출","불검출","적합"
"11","냉동대구(F)","러시아","2017-08-24","3,000","불검출","불검출","적합"
"합계","","-","-","504,650","-","-","-"
