"품목","계","","농산물","","가공식품","","건강기능식품","","식품첨가물",""
"접수
일자","건수
중량(㎏)","","건수
중량(㎏)","","건수
중량(㎏)","","건수 중량(㎏) 건수","","중량(㎏)",""
"합계","383","2,106,967","1","16,841","338","2,048,291","2","1,678","42","40,158"
"8.21","122","626,524","0","0","98","620,196","1","442","23","5,885"
"8.22","146","1,321,898","1","16,841","134","1,288,831","0","0","11","16,227"
"8.23","115","158,545","0","0","106","139,264","1","1,236","8","18,046"
"","","","","","","","","","",""
"","","","","","","","","","",""
