"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"1","냉장명태","홋카이도","2017-08-24","180","불검출","불검출","적합"
"2","냉장돔(금눈돔)","후쿠오카현","2017-08-24","7","불검출","불검출","적합"
"3","냉장명태","홋카이도","2017-08-24","1,200","불검출","불검출","적합"
"4","활우렁쉥이","홋카이도","2017-08-24","6,222","불검출","불검출","적합"
"5","냉장돔(황돔)","나가사키현","2017-08-24","248","불검출","불검출","적합"
"6","냉장돔(황돔)","후쿠오카현","2017-08-24","180","불검출","불검출","적합"
"7","냉장방어(잿방어)","후쿠오카현","2017-08-24","13","불검출","불검출","적합"
"8","냉장돔(참돔)","나가사키현","2017-08-24","448","불검출","불검출","적합"
"9","냉동다랑어(눈다랑어,F,횟감)","태평양","2017-08-24","1,040","불검출","불검출","적합"
"10","냉장돔(참돔)","야마구치현","2017-08-24","210","불검출","불검출","적합"
"11","냉장홍어","홋카이도","2017-08-24","451","불검출","불검출","적합"
"12","냉장명태","홋카이도","2017-08-24","936","불검출","불검출","적합"
"13","냉장명태","홋카이도","2017-08-24","180","불검출","불검출","적합"
"14","냉장명태","홋카이도","2017-08-24","948","불검출","불검출","적합"
"15","냉장돔(황돔)","후쿠오카현","2017-08-24","222","불검출","불검출","적합"
"16","냉장명태","홋카이도","2017-08-24","936","불검출","불검출","적합"
"17","냉장명태","홋카이도","2017-08-24","600","불검출","불검출","적합"
"18","냉장명태","홋카이도","2017-08-24","828","불검출","불검출","적합"
"19","냉장명태","홋카이도","2017-08-24","168","불검출","불검출","적합"
"합계","","-","-","15,017","-","-","-"
