"순번","품      목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"17","냉장홍어","홋카이도","2016-11-30","6,300","불검출","불검출","적합"
"18","냉장명태","홋카이도","2016-11-30","10,573","불검출","불검출","적합"
"19","활꼬막","후쿠오카현","2016-11-30","3,160","불검출","불검출","적합"
"20","활우렁쉥이","홋카이도","2016-11-30","8,279","불검출","불검출","적합"
"21","냉장갈치","오이타현","2016-11-30","500","불검출","불검출","적합"
"22","활우렁쉥이","홋카이도","2016-11-30","9,058","불검출","불검출","적합"
"23","냉장갈치","야마구치현","2016-11-30","220","불검출","불검출","적합"
"24","냉장돔(참돔)","야마구치현","2016-11-30","135","불검출","불검출","적합"
"25","냉장갈치","오이타현","2016-11-30","960","불검출","불검출","적합"
"26","냉장갈치","에히메현","2016-11-30","110","불검출","불검출","적합"
"27","냉장명태","홋카이도","2016-11-30","8,700","불검출","불검출","적합"
"28","냉장갈치","오이타현","2016-11-30","4,775","불검출","불검출","적합"
"29","냉장갈치","후쿠오카현","2016-11-30","49","불검출","불검출","적합"
"30","냉장돔(황돔)","나가사키현","2016-11-30","432","불검출","불검출","적합"
"31","냉장홍어","홋카이도","2016-11-30","2,903","불검출","불검출","적합"
"32","냉장가오리","에히메현","2016-11-30","800","불검출","불검출","적합"
"33","냉장갈치","후쿠오카현","2016-11-30","780","불검출","불검출","적합"
"34","활가리비","홋카이도","2016-11-30","7,025","불검출","불검출","적합"
