"순번","품      목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","","-","-","155,682","-","-","-"
"1","활우렁쉥이","홋카이도","2016-11-30","6,875","불검출","불검출","적합"
"2","활우렁쉥이","홋카이도","2016-11-30","2,185","불검출","불검출","적합"
"3","냉장홍어","홋카이도","2016-11-30","953","불검출","불검출","적합"
"4","냉장명태","홋카이도","2016-11-30","3,400","불검출","불검출","적합"
"5","냉장명태","홋카이도","2016-11-30","1,436","불검출","불검출","적합"
"6","활우렁쉥이","홋카이도","2016-11-30","7,635","불검출","불검출","적합"
"7","냉장명태","홋카이도","2016-11-30","2,800","불검출","불검출","적합"
"8","냉장명태","홋카이도","2016-11-30","2,800","불검출","불검출","적합"
"9","냉장명태","홋카이도","2016-11-30","2,700","불검출","불검출","적합"
"10","냉장갈치","후쿠오카현","2016-11-30","650","불검출","불검출","적합"
"11","냉장준치","구마모토현","2016-11-30","77","불검출","불검출","적합"
"12","냉장명태","홋카이도","2016-11-30","1,800","불검출","불검출","적합"
"13","냉장명태","홋카이도","2016-11-30","4,710","불검출","불검출","적합"
"14","냉장갈치","후쿠오카현","2016-11-30","1,074","불검출","불검출","적합"
"15","냉장갈치","오이타현","2016-11-30","185","불검출","불검출","적합"
"16","냉장가오리","야마구치현","2016-11-30","240","불검출","불검출","적합"
