"순번","품목명","제조·생산지","제조일자","중량
(kg)","검사결과","",""
"","","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"13","탄산음료","오사카부","2016-11-01","1,380","불검출","불검출","적합"
"14","맥주","후쿠오카현","2016-09-13","10,100","불검출","불검출","적합"
"15","과자(쿠키)","군마현","2016-09-27","158","불검출","불검출","적합"
"16","기타코코아가공품","이바라키현","2016-09-08","120","불검출","불검출","적합"
"17","어묵","사가현","2016-11-01","600","불검출","불검출","적합"
"18","어묵","사가현","2016-11-01","700","불검출","불검출","적합"
"19","어묵","사가현","2016-11-01","600","불검출","불검출","적합"
"20","어묵","사가현","2016-11-01","720","불검출","불검출","적합"
"21","코코아분말","가나가와현","2016-09-09","48","불검출","불검출","적합"
"22","혼합장","훗카이도","2016-10-24","4,389","불검출","불검출","적합"
"23","어묵","사가현","2016-09-01","1,920","불검출","불검출","적합"
"24","어묵","사가현","2016-09-01","2,112","불검출","불검출","적합"
"25","기타주류","효고현","2016-09-12","110","불검출","불검출","적합"
"26","비타민/무기질","오사카부","2016-08-03","4","불검출","불검출","적합"
"27","기타식초","도치기현","2016-09-21","3,118","불검출","불검출","적합"
"28","소스류","니가타현","2016-08-17","2,129","불검출","불검출","적합"
"29","소스류","군마현","2016-09-27","763","불검출","불검출","적합"
"30","과자(쿠키)","군마현","2016-09-20","62","불검출","불검출","적합"
"31","탄산음료","기후현","2016-06-04","840","불검출","불검출","적합"
"32","맥주","후쿠오카현","2016-10-12","279,360","불검출","불검출","적합"
"33","당류가공품","시즈오카현","2016-09-12","200","불검출","불검출","적합"
"34","곡류가공품","아이치현","2016-09-23","1,008","불검출","불검출","적합"
"35","어묵","사가현","2016-11-01","900","불검출","불검출","적합"
"36","어묵","사가현","2016-09-01","420","불검출","불검출","적합"
"37","어묵","사가현","2016-11-01","1,093","불검출","불검출","적합"
"38","어묵","미야자키현","2016-11-09","140","불검출","불검출","적합"
"39","맥주","후쿠오카현","2016-10-18","436,500","불검출","불검출","적합"
"40","혼합장","훗카이도","2016-10-20","3,150","불검출","불검출","적합"
"41","과자(스낵과자)","아이치현","2016-10-28","456","불검출","불검출","적합"
"42","두류가공품","나가노현","2016-10-14","12,450","불검출","불검출","적합"
"43","빵류(케이크)","나가노현","2016-11-02","90","불검출","불검출","적합"
"44","갈락토올리고당","시즈오카현","2016-09-30","100","불검출","불검출","적합"
"45","유탕면류","이바라키현","2016-10-25","529","불검출","불검출","적합"
"46","빵류(케이크)","나가노현","2016-11-02","179","불검출","불검출","적합"
"47","빵류(케이크)","나가노현","2016-11-02","337","불검출","불검출","적합"
