"순번","품목","원산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","14건","-","-","2,423,672","-","-","-"
"1","냉동다랑어(눈다랑어,F,횟감)","한국","2014-10-23","7,570","불검출","불검출","적합"
"2","냉동꽁치","대만","2014-10-23","726,969","불검출","불검출","적합"
"3","냉동꽁치","대만","2014-10-23","240,635","불검출","불검출","적합"
"4","냉동꽁치","대만","2014-10-23","760,713","불검출","불검출","적합"
"5","냉동가자미(각시가자미)","러시아","2014-10-23","24,000","불검출","불검출","적합"
"6","냉동다랑어(눈다랑어)","중국","2014-10-23","24,987","불검출","불검출","적합"
"7","냉동꽁치","대만","2014-10-23","2,850","불검출","불검출","적합"
"8","냉동고등어","중국","2014-10-23","48,000","불검출","불검출","적합"
"9","냉동꽁치","대만","2014-10-23","180,447","불검출","불검출","적합"
"10","냉동가자미(각시가자미)","미국","2014-10-23","6,000","불검출","불검출","적합"
"11","냉동명태(F)","러시아","2014-10-23","3,000","불검출","불검출","적합"
"12","냉동꽁치","대만","2014-10-23","191,351","불검출","불검출","적합"
"13","냉동상어(귀상어)","중국","2014-10-23","11,911","불검출","불검출","적합"
"14","냉동꽁치","대만","2014-10-23","195,239","불검출","불검출","적합"
