"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","43건","-","-","83,101","-","-","-"
"1","활돔(참돔)","에히메현","2014-10-22","6,977","불검출","불검출","적합"
"2","활가리비","홋카이도","2014-10-22","6,900","불검출","불검출","적합"
"3","활가리비","홋카이도","2014-10-22","6,500","불검출","불검출","적합"
"4","활꼬막(새꼬막)","후쿠오카현","2014-10-22","2,500","불검출","불검출","적합"
"5","냉동굴(탈각)","히로시마현","2014-10-22","100","불검출","불검출","적합"
"6","냉장돔(황돔)","야마구치현","2014-10-22","220","불검출","불검출","적합"
"7","냉장갈치","와카야마현","2014-10-22","1,312","불검출","불검출","적합"
"8","활꼬막","후쿠오카현","2014-10-22","2,640","불검출","불검출","적합"
"9","활꼬막(새꼬막)","후쿠오카현","2014-10-22","800","불검출","불검출","적합"
"10","냉장가오리","야마구치현","2014-10-22","264","불검출","불검출","적합"
"11","냉장홍어","야마구치현","2014-10-22","564","불검출","불검출","적합"
"12","냉장갈치","오이타현","2014-10-22","545","불검출","불검출","적합"
"13","냉장홍어","야마구치현","2014-10-22","270","불검출","불검출","적합"
"14","냉장가오리","야마구치현","2014-10-22","50","불검출","불검출","적합"
"15","냉장갈치","와카야마현","2014-10-22","1,200","불검출","불검출","적합"
"16","냉장갈치","오이타현","2014-10-22","1,205","불검출","불검출","적합"
"17","냉장홍어","야마구치현","2014-10-22","220","불검출","불검출","적합"
"18","냉장가오리","야마구치현","2014-10-22","170","불검출","불검출","적합"
"19","냉장준치","야마구치현","2014-10-22","536","불검출","불검출","적합"
"20","활꼬막(새꼬막)","후쿠오카현","2014-10-22","360","불검출","불검출","적합"
"21","냉장갈치","와카야마현","2014-10-22","3,748","불검출","불검출","적합"
"22","냉장홍어","홋카이도","2014-10-22","2,993","불검출","불검출","적합"
