"순 번","품목명","제조·생산지","제조일자","중량(kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/kg)","요오드
(기준:300Bq/kg)","판정"
"59","자몽종자추출물","지바현","2014-09-10","2,000","불검출","불검출","적합"
"60","천연향신료","이바라키현","2014-09-11","4,000","불검출","불검출","적합"
"61","청주","도치기현","2014-09-16","15,876","불검출","불검출","적합"
"62","청주","교토부","2014-08-11","2,361.6","불검출","불검출","적합"
"63","청주","교토부","2014-08-25","1,123.2","불검출","불검출","적합"
"64","청주","교토부","2014-08-20","403.2","불검출","불검출","적합"
"65","청주","교토부","2014-08-27","756","불검출","불검출","적합"
"66","청주","교토부","2014-08-19","172.8","불검출","불검출","적합"
"67","청주","교토부","2014-08-21","483.84","불검출","불검출","적합"
"68","갈락토올리고당","시즈오카현","2013-10-30","200","불검출","불검출","적합"
"69","가공두부","나가노현","2014-08-27","4,844","불검출","불검출","적합"
"70","가공두부","나가노현","2014-09-10","9,198","불검출","불검출","적합"
"71","기타가공품","에히메현","2014-09-08","4.8","불검출","불검출","적합"
"72","빵류(그외 빵류)","가가와현","2014-09-06","48","불검출","불검출","적합"
"73","빵류(카스텔라)","도쿄도","2014-09-06","28.8","불검출","불검출","적합"
"74","과자(크래커)","아이치현","2014-09-08","51.5","불검출","불검출","적합"
"75","빵류(카스텔라)","도쿄도","2014-09-06","28.8","불검출","불검출","적합"
"76","땅콩또는견과류
가공품","후쿠오카현","2014-07-29","9.7","불검출","불검출","적합"
"77","조미건어포류","야마나시현","2014-09-11","23.9","불검출","불검출","적합"
"78","빵류(카스텔라)","사이타마현","2014-09-06","19.2","불검출","불검출","적합"
"79","기타가공품","훗카이도","2014-09-09","8.1","불검출","불검출","적합"
"80","빵류(카스텔라)","사이타마현","2014-09-06","28.8","불검출","불검출","적합"
"81","과.채가공품","훗카이도","2014-09-02","3.8","불검출","불검출","적합"
"82","과.채주스","후쿠오카현","2014-08-12","226.8","불검출","불검출","적합"
"83","과자(스낵과자)","니가타현","2014-10-01","918","불검출","불검출","적합"
"84","소스류","후쿠오카현","2014-09-29","12.4","불검출","불검출","적합"
"85","소스류","후쿠오카현","2014-10-01","12.6","불검출","불검출","적합"
"86","과자(스낵과자)","니가타현","2014-10-01","408","불검출","불검출","적합"
"87","과실주","프랑스","2000-10-01","90","불검출","불검출","적합"
"88","과실주","프랑스","2000-10-01","90","불검출","불검출","적합"
"89","과자(쿠키)","도쿠시마현","2014-08-30","180","불검출","불검출","적합"
"90","과자(비스킷)","니가타현","2014-07-25","94.8","불검출","불검출","적합"
"91","과자(비스킷)","니가타현","2014-07-24","120","불검출","불검출","적합"
"92","금박","교토부","2014-09-12","0.12","불검출","불검출","적합"
"93","소스류","에히메현","2014-09-27","4,248","불검출","불검출","적합"
"94","커피/건조","콜롬비아","2014-07-11","4,900","불검출","불검출","적합"
"95","수산물가공품","효고현","2014-09-18","217","불검출","불검출","적합"
"96","수산물가공품","효고현","2014-09-22","4,200","불검출","불검출","적합"
"97","수산물가공품","효고현","2014-09-24","840","불검출","불검출","적합"
"98","수산물가공품","효고현","2014-09-12","360","불검출","불검출","적합"
