"순 번","품목명","제조·생산지","제조일자","중량(kg)","검사결과","",""
"","","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"합계","","184건","","405,100","","",""
"1","볶은커피","효고현","2014-09-26","1,200","불검출","불검출","적합"
"2","볶은커피","사이타마현","2014-09-23","4,044","불검출","불검출","적합"
"3","볶은커피","시즈오카현","2014-07-16","1,800","불검출","불검출","적합"
"4","볶은커피","사이타마현","2014-08-28","1,200","불검출","불검출","적합"
"5","조미건어포류","훗카이도","2014-09-03","13","불검출","불검출","적합"
"6","청주","효고현","2014-09-12","540","불검출","불검출","적합"
"7","청주","효고현","2014-09-02","270","불검출","불검출","적합"
"8","청주","효고현","2014-09-25","162","불검출","불검출","적합"
"9","청주","효고현","2014-08-21","108","불검출","불검출","적합"
"10","청주","효고현","2014-09-08","2,160","불검출","불검출","적합"
"11","즉석조리식품","나가노현","2014-09-12","5,031.2","불검출","불검출","적합"
"12","냉면","구마모토현","2014-09-11","3,816","불검출","불검출","적합"
"13","국수","구마모토현","2014-08-27","619.2","불검출","불검출","적합"
"14","청주","후쿠오카현","2014-08-22","864","불검출","불검출","적합"
"15","인스턴트커피","효고현","2014-05-22","4","불검출","불검출","적합"
"16","인스턴트커피","오사카부","2014-09-08","65","불검출","불검출","적합"
"17","인스턴트커피","오사카부","2014-09-15","65","불검출","불검출","적합"
