"순 번","품목명","제조·생산지","제조일자","중량(kg)","검사결과","",""
"","","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"합계","","89건","","119,410","","",""
"1","침출차","오키나와현","2014-09-17","2","불검출","불검출","적합"
"2","소스류","도치기현","2014-08-07","12,000","불검출","불검출","적합"
"3","청국장","도쿄도","2014-09-08","1,598.4","불검출","불검출","적합"
"4","청국장","도쿄도","2014-09-01","1,582.85","불검출","불검출","적합"
"5","당류가공품","오사카부","2014-08-01","153","불검출","불검출","적합"
"6","기타주류","후쿠오카현","2014-08-07","54","불검출","불검출","적합"
"7","당류가공품","오사카부","2014-08-01","141","불검출","불검출","적합"
"8","소주","미야자키현","2014-09-22","25.92","불검출","불검출","적합"
"9","청주","니가타현","2014-09-19","11,880","불검출","불검출","적합"
"10","액상커피","효고현","2014-09-10","1,500","불검출","불검출","적합"
"11","볶은커피","시즈오카현","2014-08-28","1,200","불검출","불검출","적합"
"12","과자(스낵과자)","히로시마현","2014-09-22","218","불검출","불검출","적합"
"13","청주","효고현","2014-09-08","3,270","불검출","불검출","적합"
"14","과자(스낵과자)","히로시마현","2014-09-24","192","불검출","불검출","적합"
"15","청주","효고현","2014-09-25","1,200","불검출","불검출","적합"
"16","과자(크래커)","오사카부","2014-09-20","84","불검출","불검출","적합"
"17","청주","효고현","2014-09-19","432","불검출","불검출","적합"
