"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","31건","-","-","73,036","-","-","-"
"1","활장어(먹장어)","나가사키현 2014-10-23","","1,383","불검출","불검출","적합"
"2","활가리비","홋카이도","2014-10-23","6,500","불검출","불검출","적합"
"3","활가리비","홋카이도","2014-10-23","7,000","불검출","불검출","적합"
"4","냉동다랑어(눈다랑어,목살)","시즈오카현 2014-10-23","","360","불검출","불검출","적합"
"5","냉동다랑어(눈다랑어,F,횟감)","시즈오카현 2014-10-23","","242","불검출","불검출","적합"
"6","냉장돔(황돔)","야마구치현 2014-10-23","","1,114","불검출","불검출","적합"
"7","냉장돔(황돔)","야마구치현 2014-10-23","","350","불검출","불검출","적합"
"8","냉장명태","홋카이도","2014-10-23","3,000","불검출","불검출","적합"
"9","냉장홍어","홋카이도","2014-10-23","2,880","불검출","불검출","적합"
"10","냉장홍어","홋카이도","2014-10-23","4,305","불검출","불검출","적합"
"11","냉장갈치","와카야마현 2014-10-23","","520","불검출","불검출","적합"
"12","냉장명태","홋카이도","2014-10-23","5,610","불검출","불검출","적합"
"13","활우렁쉥이","홋카이도","2014-10-23","8,684","불검출","불검출","적합"
"14","활우렁쉥이","홋카이도","2014-10-23","8,596","불검출","불검출","적합"
"15","냉장갈치","와카야마현 2014-10-23","","560","불검출","불검출","적합"
"16","냉장갈치","오이타현","2014-10-23","475","불검출","불검출","적합"
"17","냉장홍어","야마구치현 2014-10-23","","90","불검출","불검출","적합"
"18","냉장갈치","와카야마현 2014-10-23","","3,612","불검출","불검출","적합"
"19","냉장홍어","홋카이도","2014-10-23","6,878","불검출","불검출","적합"
"20","냉장홍어","야마구치현 2014-10-23","","360","불검출","불검출","적합"
