"검사결과
수입
제조일자","","","","","","",""
"순번
품목명
제조·생산지
중량
세슘
요오드
(유통기한)
판정
(kg)
(기준:100Bq/kg)
(기준:300Bq/kg)","","","","","","",""
"113","생면","사이타마현","2018-03-08","185","불검출","불검출","적합"
"114","생면","사이타마현","2018-03-08","440","불검출","불검출","적합"
"115","밀크초콜릿","훗카이도","2018-03-29","1,388","불검출","불검출","적합"
"116","생면","사이타마현","2018-03-08","525","불검출","불검출","적합"
"117","혼합음료","야마나시현","2018-03-01","3,036","불검출","불검출","적합"
"118","혼합제제","도쿄도","2018-03-26","30","불검출","불검출","적합"
"119","혼합제제","도쿄도","2018-03-26","15","불검출","불검출","적합"
"120","캔디류","군마현","2018-01-30","7,488","불검출","불검출","적합"
"121","소스","히로시마현","2018-03-09","3,297","불검출","불검출","적합"
"122","곡류가공품","히로시마현","2018-03-23","1,008","불검출","불검출","적합"
