"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","","-","-","79,757.3","-","-","-"
"1","냉동개아지살
(가리비,포장횟감)","홋카이도","2017-02-16","2,520","불검출","불검출","적합"
"2","활돔(참돔)","에히메현","2017-02-16","3,748","불검출","불검출","적합"
"3","활방어","오이타현","2017-02-16","5,669","불검출","불검출","적합"
"4","활우렁쉥이","홋카이도","2017-02-16","8,000","불검출","불검출","적합"
"5","냉동전갱이
(F,포장횟감)","에히메현","2017-02-16","400","불검출","불검출","적합"
"6","냉장돔(금눈돔)","후쿠오카현","2017-02-16","8.8","불검출","불검출","적합"
"7","냉장전갱이
(흑점줄전갱이)","후쿠오카현","2017-02-16","18.7","불검출","불검출","적합"
"8","냉장다랑어
(가다랑어)","후쿠오카현","2017-02-16","15.8","불검출","불검출","적합"
"9","냉장명태","홋카이도","2017-02-16","1,800","불검출","불검출","적합"
"10","냉장갈치","가나가와현","2017-02-16","3,808","불검출","불검출","적합"
"11","냉장갈치","후쿠오카현","2017-02-16","458","불검출","불검출","적합"
"12","냉장홍어","홋카이도","2017-02-16","3,588","불검출","불검출","적합"
"13","냉장홍어","홋카이도","2017-02-16","8,369","불검출","불검출","적합"
"14","냉장명태","홋카이도","2017-02-16","4,860","불검출","불검출","적합"
"15","냉장홍어","홋카이도","2017-02-16","918","불검출","불검출","적합"
