"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"16","냉장명태","홋카이도","2017-02-16","2,184","불검출","불검출","적합"
"17","냉장갈치","효고현","2017-02-16","154","불검출","불검출","적합"
"18","냉장갈치","와카야마현","2017-02-16","592","불검출","불검출","적합"
"19","냉장갈치","가나가와현","2017-02-16","4,456","불검출","불검출","적합"
"20","냉장명태","홋카이도","2017-02-16","2,184","불검출","불검출","적합"
"21","활게(왕게)","홋카이도","2017-02-16","2,200","불검출","불검출","적합"
"22","냉장대구","홋카이도","2017-02-16","3,718","불검출","불검출","적합"
"23","냉장갈치","에히메현","2017-02-16","750","불검출","불검출","적합"
"24","냉장명태","홋카이도","2017-02-16","2,400","불검출","불검출","적합"
"25","냉장명태","홋카이도","2017-02-16","1,200","불검출","불검출","적합"
"26","냉장갈치","와카야마현","2017-02-16","1,168","불검출","불검출","적합"
"27","냉장갈치","야마구치현","2017-02-16","575","불검출","불검출","적합"
"28","냉장병어","야마구치현","2017-02-16","140","불검출","불검출","적합"
"29","활우렁쉥이","홋카이도","2017-02-16","5,092","불검출","불검출","적합"
"30","활우렁쉥이","홋카이도","2017-02-16","3,250","불검출","불검출","적합"
"31","활장어(먹장어)","나가사키현","2017-02-16","1,488","불검출","불검출","적합"
"32","냉장홍어","홋카이도","2017-02-16","1,170","불검출","불검출","적합"
"33","냉장홍어","홋카이도","2017-02-16","429","불검출","불검출","적합"
"34","활장어(먹장어)","나가사키현","2017-02-16","855","불검출","불검출","적합"
"35","활장어(먹장어)","나가사키현","2017-02-16","1,201","불검출","불검출","적합"
"36","활돔(벵에돔)","나가사키현","2017-02-16","370","불검출","불검출","적합"
