"순번","품목명","제조·생산지","제조일자","중량
(kg)","검사결과","",""
"","","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"13","소스류","지바현","2016-12-16","67","불검출","불검출","적합"
"14","초콜릿가공품","아이치현","2016-10-25","97","불검출","불검출","적합"
"15","캔디류(젤리)","훗카이도","2017-01-16","216","불검출","불검출","적합"
"16","초콜릿가공품","야마가타현","2017-01-11","234","불검출","불검출","적합"
"17","혼합제제","ETC","2017-01-20","100","불검출","불검출","적합"
"18","양조간장","군마현","2016-12-22","216","불검출","불검출","적합"
"19","빵류(케이크)","훗카이도","2017-01-24","1,906","불검출","불검출","적합"
"20","청국장","구마모토현","2017-01-23","2,700","불검출","불검출","적합"
"21","리큐르","고치현","2017-01-10","86","불검출","불검출","적합"
"22","청국장","구마모토현","2017-01-23","180","불검출","불검출","적합"
"23","청주","나라현","2017-01-14","432","불검출","불검출","적합"
"24","소주","미야자키현","2016-12-23","43","불검출","불검출","적합"
"25","청주","나라현","2016-12-22","86","불검출","불검출","적합"
"26","청주","고치현","2017-01-10","259","불검출","불검출","적합"
"27","소주","미야자키현","2016-11-04","130","불검출","불검출","적합"
"28","청주","야마구치현","2017-01-14","173","불검출","불검출","적합"
"29","청주","야마구치현","2017-01-06","86","불검출","불검출","적합"
"30","청주","교토부","2016-12-26","86","불검출","불검출","적합"
"31","청주","야마구치현","2017-01-10","518","불검출","불검출","적합"
"32","소스류","가나가와현","2017-01-19","44","불검출","불검출","적합"
"33","소스류","아이치현","2016-12-08","220","불검출","불검출","적합"
"34","소스류","아이치현","2016-12-09","420","불검출","불검출","적합"
"35","캔디류(사탕)","아이치현","2017-01-25","4,860","불검출","불검출","적합"
"36","국수","KAGAWA","2016-11-24","208","불검출","불검출","적합"
"37","어묵","ETC","2017-01-04","698","불검출","불검출","적합"
"38","탄산음료","오사카부","2017-01-21","600","불검출","불검출","적합"
"39","탄산음료","오사카부","2017-01-23","600","불검출","불검출","적합"
"40","탄산음료","오사카부","2017-01-21","1,800","불검출","불검출","적합"
"41","어묵","ETC","2018-01-12","3,634","불검출","불검출","적합"
"42","어묵","ETC","2017-01-06","4,134","불검출","불검출","적합"
"43","어묵","ETC","2017-01-10","3,822","불검출","불검출","적합"
"44","과자(비스킷)","오사카부","2016-11-04","240","불검출","불검출","적합"
"45","볶은커피","오사카부","2017-01-13","2,661","불검출","불검출","적합"
"46","건어포류","에히메현","2017-01-23","540","불검출","불검출","적합"
