"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","","-","-","115,013","-","-","-"
"1","활방어","구마모토현","2017-02-17","6,222","불검출","불검출","적합"
"2","활돔(참돔)","구마모토현","2017-02-17","16,952","불검출","불검출","적합"
"3","활방어","에히메현","2017-02-17","2,952","불검출","불검출","적합"
"4","활돔(참돔)","에히메현","2017-02-17","7,150","불검출","불검출","적합"
"5","활방어","에히메현","2017-02-17","6,863","불검출","불검출","적합"
"6","활우렁쉥이","홋카이도","2017-02-17","7,975","불검출","불검출","적합"
"7","냉장갈치","와카야마현","2017-02-17","1,224","불검출","불검출","적합"
"8","냉장준치","야마구치현","2017-02-17","32","불검출","불검출","적합"
"9","냉장홍어","야마구치현","2017-02-17","320","불검출","불검출","적합"
"10","냉장갈치","후쿠오카현","2017-02-17","1,010","불검출","불검출","적합"
"11","활해삼","사가현","2017-02-17","430","불검출","불검출","적합"
"12","냉장대구","홋카이도","2017-02-17","5,540","불검출","불검출","적합"
"13","냉장명태","홋카이도","2017-02-17","1,560","불검출","불검출","적합"
"14","냉장명태","홋카이도","2017-02-17","3,000","불검출","불검출","적합"
"15","냉장갈치","효고현","2017-02-17","240","불검출","불검출","적합"
