"순번","품      목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"17","냉장갈치","오이타현","2016-11-21","155","불검출","불검출","적합"
"18","냉장갈치","후쿠오카현","2016-11-21","584","불검출","불검출","적합"
"19","냉장갈치","야마구치현","2016-11-21","80","불검출","불검출","적합"
"20","냉장돔(황돔)","야마구치현","2016-11-21","240","불검출","불검출","적합"
"21","냉장홍어","야마구치현","2016-11-21","250","불검출","불검출","적합"
"22","활우렁쉥이","홋카이도","2016-11-21","4,476","불검출","불검출","적합"
"23","활가리비","홋카이도","2016-11-21","7,274","불검출","불검출","적합"
"24","냉장대구","홋카이도","2016-11-21","430","불검출","불검출","적합"
"25","냉장명태","홋카이도","2016-11-21","4,110","불검출","불검출","적합"
"26","냉동다랑어
(눈다랑어,목살)","태평양","2016-11-21","119","불검출","불검출","적합"
"27","냉동다랑어
(눈다랑어,F,횟감)","태평양","2016-11-21","4,378","불검출","불검출","적합"
"28","냉동다랑어
(눈다랑어,F,횟감)","태평양","2016-11-21","918","불검출","불검출","적합"
"29","냉동붉평치","인도양","2016-11-21","24,333","불검출","불검출","적합"
"30","활우렁쉥이","홋카이도","2016-11-21","9,557","불검출","불검출","적합"
"31","활가리비","홋카이도","2016-11-21","11,970","불검출","불검출","적합"
