"순번","품      목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"17","냉장명태","홋카이도","2016-11-18","3,870","불검출","불검출","적합"
"18","냉장갈치","후쿠오카현","2016-11-18","2,103","불검출","불검출","적합"
"19","냉장명태","홋카이도","2016-11-18","3,000","불검출","불검출","적합"
"20","냉장갈치","효고현","2016-11-18","3,000","불검출","불검출","적합"
"21","냉장명태","홋카이도","2016-11-18","10,350","불검출","불검출","적합"
"22","냉장명태","홋카이도","2016-11-18","4,250","불검출","불검출","적합"
"23","활우렁쉥이","홋카이도","2016-11-18","9,060","불검출","불검출","적합"
"24","냉장명태","홋카이도","2016-11-18","4,000","불검출","불검출","적합"
"25","냉장갈치","오이타현","2016-11-18","505","불검출","불검출","적합"
"26","냉장갈치","미야자키현","2016-11-18","270","불검출","불검출","적합"
"27","냉장명태","홋카이도","2016-11-18","3,836","불검출","불검출","적합"
"28","냉장갈치","후쿠오카현","2016-11-18","982","불검출","불검출","적합"
"29","냉장명태","홋카이도","2016-11-18","5,890","불검출","불검출","적합"
"30","냉장돔(황돔)","후쿠오카현","2016-11-18","200","불검출","불검출","적합"
"31","활가리비","홋카이도","2016-11-18","7,298","불검출","불검출","적합"
"32","냉장돔(황돔)","나가사키현","2016-11-18","968","불검출","불검출","적합"
"33","냉동가리비
(외투막)","홋카이도","2016-11-18","43,000","불검출","불검출","적합"
"34","활가리비","홋카이도","2016-11-18","6,655","불검출","불검출","적합"
"35","활가리비","홋카이도","2016-11-18","7,480","불검출","불검출","적합"
"36","활가리비","홋카이도","2016-11-18","6,867","불검출","불검출","적합"
