"순번","품목","원산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","","-","-","359,147","-","-","-"
"1","냉동대구","러시아","2016-11-18","4,326","불검출","불검출","적합"
"2","냉동상어
(흑기흉상어)","대만","2016-11-18","679","불검출","불검출","적합"
"3","냉동가자미
(각시가자미)","러시아","2016-11-18","22,500","불검출","불검출","적합"
"4","냉동가자미
(각시가자미)","러시아","2016-11-18","22,500","불검출","불검출","적합"
"5","냉동가자미
(각시가자미)","러시아","2016-11-18","6,000","불검출","불검출","적합"
"6","냉동꽁치","대만","2016-11-18","303,142","불검출","불검출","적합"
