"순번","품      목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","","-","-","202,326","-","-","-"
"1","활장어(먹장어)","나가사키현","2016-11-17","1,154","불검출","불검출","적합"
"2","활돔(참돔)","에히메현","2016-11-17","3,854","불검출","불검출","적합"
"3","활돔(참돔)","나가사키현","2016-11-17","1,914","불검출","불검출","적합"
"4","활돔(참돔)","에히메현","2016-11-17","5,749","불검출","불검출","적합"
"5","활돔(참돔)","나가사키현","2016-11-17","5,859","불검출","불검출","적합"
"6","활가리비","홋카이도","2016-11-17","7,040","불검출","불검출","적합"
"7","활가리비","홋카이도","2016-11-17","7,439","불검출","불검출","적합"
"8","활가리비","홋카이도","2016-11-17","6,992","불검출","불검출","적합"
"9","냉장홍어","홋카이도","2016-11-17","2,332","불검출","불검출","적합"
"10","활우렁쉥이","홋카이도","2016-11-17","4,249","불검출","불검출","적합"
"11","활우렁쉥이","홋카이도","2016-11-17","4,355","불검출","불검출","적합"
"12","냉장홍어","홋카이도","2016-11-17","302","불검출","불검출","적합"
"13","냉장명태","홋카이도","2016-11-17","2,500","불검출","불검출","적합"
"14","냉장명태","홋카이도","2016-11-17","2,900","불검출","불검출","적합"
"15","냉장명태","홋카이도","2016-11-17","2,900","불검출","불검출","적합"
"16","냉장명태","홋카이도","2016-11-17","2,000","불검출","불검출","적합"
