"순번","품      목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","","-","-","212,179.4","-","-","-"
"1","활가리비","홋카이도","2016-11-18","8,000","불검출","불검출","적합"
"2","활가리비","홋카이도","2016-11-18","7,000","불검출","불검출","적합"
"3","냉동다랑어
(눈다랑어,목살)","대서양","2016-11-18","120","불검출","불검출","적합"
"4","활장어(먹장어)","나가사키현","2016-11-18","1,769","불검출","불검출","적합"
"5","냉장갈치","오이타현","2016-11-18","610","불검출","불검출","적합"
"6","냉동다랑어
(남방참다랑어)","인도양","2016-11-18","2,299.7","불검출","불검출","적합"
"7","냉동다랑어
(남방참다랑어)","태평양","2016-11-18","329.7","불검출","불검출","적합"
"8","활우렁쉥이","홋카이도","2016-11-18","15,968","불검출","불검출","적합"
"9","냉장명태","홋카이도","2016-11-18","3,400","불검출","불검출","적합"
"10","냉장명태","홋카이도","2016-11-18","1,500","불검출","불검출","적합"
"11","냉장명태","홋카이도","2016-11-18","2,880","불검출","불검출","적합"
"12","냉장명태","홋카이도","2016-11-18","3,720","불검출","불검출","적합"
"13","냉장명태","홋카이도","2016-11-18","3,200","불검출","불검출","적합"
"14","냉장명태","홋카이도","2016-11-18","5,770","불검출","불검출","적합"
"15","냉장홍어","홋카이도","2016-11-18","418","불검출","불검출","적합"
"16","냉장명태","홋카이도","2016-11-18","1,900","불검출","불검출","적합"
