"순번","품목명","제조·생산지","제조일자","중량
(kg)","검사결과","",""
"","","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"13","혼합제제","도쿄도","2016-09-27","4,080","불검출","불검출","적합"
"14","혼합제제","오사카부","2016-11-01","17","불검출","불검출","적합"
"15","복합조미식품","효고현","2016-10-21","450","불검출","불검출","적합"
"16","혼합제제","나가노현","2016-09-16","298","불검출","불검출","적합"
"17","혼합제제","오사카부","2016-10-25","34","불검출","불검출","적합"
"18","혼합제제","오사카부","2016-10-31","51","불검출","불검출","적합"
"19","과자(쿠키)","훗카이도","2016-09-28","800","불검출","불검출","적합"
"20","초콜릿가공품","아이치현","2016-10-06","97","불검출","불검출","적합"
"21","빵류(케이크)","돗토리현","2016-09-23","204","불검출","불검출","적합"
"22","과자(쿠키)","훗카이도","2016-10-06","30","불검출","불검출","적합"
"23","소스류","나가노현","","94","불검출","불검출","적합"
"24","복합조미식품","사이타마현","2016-08-09","83","불검출","불검출","적합"
"25","혼합제제","오사카부","2016-11-01","34","불검출","불검출","적합"
"26","고형차","아이치현","2016-10-14","18","불검출","불검출","적합"
"27","고형차","아이치현","2016-10-14","18","불검출","불검출","적합"
"28","혼합제제","오사카부","2016-10-31","15","불검출","불검출","적합"
"29","혼합제제","도쿄도","2016-10-21","50","불검출","불검출","적합"
"30","혼합제제","오사카부","2016-10-24","17","불검출","불검출","적합"
"31","곡류가공품","에히메현","2016-10-21","5,000","불검출","불검출","적합"
"32","어묵","ETC","2016-10-12","8,268","불검출","불검출","적합"
"33","소스류","에히메현","2016-10-21","888","불검출","불검출","적합"
"34","혼합제제","나가노현","2016-08-30","198","불검출","불검출","적합"
"35","국수","사이타마현","2016-10-18","4,320","불검출","불검출","적합"
"36","당류가공품","교토부","2016-10-07","70","불검출","불검출","적합"
"37","소스류","훗카이도","2016-08-22","4,000","불검출","불검출","적합"
"38","복합조미식품","군마현","2016-10-21","3,120","불검출","불검출","적합"
"39","혼합장","야마나시현","2016-10-25","4,000","불검출","불검출","적합"
"40","당류가공품","교토부","2016-10-04","205","불검출","불검출","적합"
"41","과자(스낵과자)","나라현","2016-10-27","130","불검출","불검출","적합"
"42","금박","가나가와현","2016-11-07","1","불검출","불검출","적합"
"43","혼합장","시즈오카현","2016-10-19","600","불검출","불검출","적합"
"44","소스류","나가노현","","94","불검출","불검출","적합"
"45","카레","나가노현","2016-09-09","800","불검출","불검출","적합"
"46","백설탕","후쿠오카현","2016-09-21","500","불검출","불검출","적합"
"47","소스류","에히메현","2016-10-21","504","불검출","불검출","적합"
