"검사결과
수입
제조일자","","","","","","",""
"순번
품목명
제조·생산지
중량
세슘
요오드
(유통기한)
판정
(kg)
(기준:100Bq/kg)
(기준:300Bq/kg)","","","","","","",""
"80","청주","효고현","2018-01-17","3,780","불검출","불검출","적합"
"81","청주","효고현","2018-02-23","1,080","불검출","불검출","적합"
"82","청주","효고현","2018-02-07","600","불검출","불검출","적합"
"83","청주","효고현","2018-02-07","36","불검출","불검출","적합"
"84","덱스트린","효고현","2018-01-25","25,600","불검출","불검출","적합"
"85","청주","효고현","2018-03-07","180","불검출","불검출","적합"
"86","청주","효고현","2018-02-09","2,700","불검출","불검출","적합"
"87","청주","효고현","2018-01-16","30","불검출","불검출","적합"
"88","청주","효고현","2018-02-07","90","불검출","불검출","적합"
"89","과자","사이타마현","2018-02-23","33","불검출","불검출","적합"
"90","혼합제제","이시카와현","","0.15","불검출","불검출","적합"
"91","캔디류","아이치현","2018-02-26","360","불검출","불검출","적합"
"92","혼합제제","시가현","2018-03-23","200","불검출","불검출","적합"
"93","소스","시즈오카현","2018-02-01","4,000","불검출","불검출","적합"
"94","양조간장","지바현","2018-02-25","63","불검출","불검출","적합"
"95","양조간장","지바현","2018-01-30","212","불검출","불검출","적합"
