"순번","품목","원산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"1","냉동명태","러시아","2018-04-17","18,960","불검출","불검출","적합"
"2","냉동명태(F)","러시아","2018-04-17","105,924","불검출","불검출","적합"
"3","냉동어란(명란)","러시아","2018-04-17","2,185","불검출","불검출","적합"
"4","냉동명태(F)","러시아","2018-04-17","18,648","불검출","불검출","적합"
"5","냉동고등어","중국","2018-04-17","23,400","불검출","불검출","적합"
"6","냉동가자미(각시가자미)","러시아","2018-04-17","22,500","불검출","불검출","적합"
"7","냉동명태(F)","러시아","2018-04-17","15,888","불검출","불검출","적합"
"8","냉동가자미(각시가자미)","러시아","2018-04-17","22,500","불검출","불검출","적합"
"9","냉동명태(F)","러시아","2018-04-17","19,000","불검출","불검출","적합"
"10","냉동가자미(각시가자미)","러시아","2018-04-17","22,050","불검출","불검출","적합"
"11","냉동명태","러시아","2018-04-17","645,000","불검출","불검출","적합"
"12","냉동대구(머리)","러시아","2018-04-17","7,800","불검출","불검출","적합"
"합계","","-","-","923,855","-","-","-"
