"순번","품목","원산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"1","냉동틸라피아","필리핀","2017-11-01","5,040","불검출","불검출","적합"
"2","냉동다랑어(참다랑어,F,횟감)","프랑스","2017-11-01","1,056","불검출","불검출","적합"
"3","냉동가자미(각시가자미)","러시아","2017-11-01","22,050","불검출","불검출","적합"
"4","냉동가자미(각시가자미)","러시아","2017-11-01","22,000","불검출","불검출","적합"
"5","냉동명태","러시아","2017-11-01","16,000","불검출","불검출","적합"
"6","냉동대구(목살)","러시아","2017-11-01","538","불검출","불검출","적합"
"7","냉동명태(F)","러시아","2017-11-01","22,500","불검출","불검출","적합"
"8","냉동가자미(각시가자미)","러시아","2017-11-01","22,050","불검출","불검출","적합"
"9","냉동명태(F)","러시아","2017-11-01","2,000","불검출","불검출","적합"
"10","활장어(뱀장어)","이집트","2017-11-01","718","불검출","불검출","적합"
"11","냉동명태","러시아","2017-11-01","934,485","불검출","불검출","적합"
"12","냉동가자미(각시가자미)","러시아","2017-11-01","22,500","불검출","불검출","적합"
"13","냉동명태","러시아","2017-11-01","466,593","불검출","불검출","적합"
"14","냉동가자미","러시아","2017-11-01","903","불검출","불검출","적합"
"15","냉동어란(명란)","러시아","2017-11-01","70,012","불검출","불검출","적합"
"합계","","-","-","1,608,445","-","-","-"
