"순번","품목","원산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","","-","-","1,417,096.5","-","-","-"
"1","냉동명태","러시아","2016-08-03","1,168,611","불검출","불검출","적합"
"2","냉동대구","러시아","2016-08-03","69,273","불검출","불검출","적합"
"3","냉동가자미
(까지가자미)","러시아","2016-08-03","25,284","불검출","불검출","적합"
"4","냉동가자미","러시아","2016-08-03","4,859","불검출","불검출","적합"
"5","냉동명태","러시아","2016-08-03","14,000","불검출","불검출","적합"
"6","냉동다랑어
(눈다랑어,F,횟감)","대만","2016-08-03","1,426","불검출","불검출","적합"
"7","냉동명태(F)","러시아","2016-08-03","8,382","불검출","불검출","적합"
"8","냉동가자미
(각시가자미)","러시아","2016-08-03","9,000","불검출","불검출","적합"
"9","냉동가자미
(각시가자미)","러시아","2016-08-03","20,045","불검출","불검출","적합"
"10","냉동대구(F)","러시아","2016-08-03","2,000","불검출","불검출","적합"
"11","냉동명태(F)","러시아","2016-08-03","18,900","불검출","불검출","적합"
"12","냉동명태(F)","러시아","2016-08-03","23,250","불검출","불검출","적합"
"13","냉동대구","러시아","2016-08-03","4,601","불검출","불검출","적합"
"14","냉동명태(F)","러시아","2016-08-03","23,310","불검출","불검출","적합"
"15","냉동대구","러시아","2016-08-03","1,655.5","불검출","불검출","적합"
"16","냉동가자미
(각시가자미)","러시아","2016-08-03","22,500","불검출","불검출","적합"
