"순번","품      목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","","-","-","111,129","-","-","-"
"1","냉장갈치","와카야마현","2016-08-02","1,968","불검출","불검출","적합"
"2","냉장명태","홋카이도","2016-08-02","2,132","불검출","불검출","적합"
"3","냉장홍어","홋카이도","2016-08-02","12,838","불검출","불검출","적합"
"4","냉장갈치","오이타현","2016-08-02","575","불검출","불검출","적합"
"5","냉장돔(황돔)","후쿠오카현","2016-08-02","659","불검출","불검출","적합"
"6","냉장돔(참돔)","후쿠오카현","2016-08-02","110","불검출","불검출","적합"
"7","냉장돔(황돔)","후쿠오카현","2016-08-02","100","불검출","불검출","적합"
"8","냉장홍어","홋카이도","2016-08-02","3,043","불검출","불검출","적합"
"9","활가리비","홋카이도","2016-08-02","6,970","불검출","불검출","적합"
"10","활가리비","홋카이도","2016-08-02","13,952","불검출","불검출","적합"
"11","활백합
(비너스백합)","홋카이도","2016-08-02","6,930","불검출","불검출","적합"
"12","냉장돔(참돔)","후쿠오카현","2016-08-02","185","불검출","불검출","적합"
