"순번","품      목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","","-","-","48,811","-","-","-"
"1","냉장준치","구마모토현","2016-08-03","133","불검출","불검출","적합"
"2","냉장홍어","홋카이도","2016-08-03","705","불검출","불검출","적합"
"3","냉장돔(황돔)","후쿠오카현","2016-08-03","115","불검출","불검출","적합"
"4","냉장홍어","홋카이도","2016-08-03","1,094","불검출","불검출","적합"
"5","냉장홍어","홋카이도","2016-08-03","1,332","불검출","불검출","적합"
"6","냉장갈치","야마구치현","2016-08-03","505","불검출","불검출","적합"
"7","냉장민어(수조기)","야마구치현","2016-08-03","69","불검출","불검출","적합"
"8","냉장홍어","홋카이도","2016-08-03","4,058","불검출","불검출","적합"
"9","냉장명태","홋카이도","2016-08-03","2,004","불검출","불검출","적합"
"10","활돔(강담돔)","에히메현","2016-08-03","361","불검출","불검출","적합"
"11","활가리비","홋카이도","2016-08-03","7,950","불검출","불검출","적합"
"12","활돔(강담돔)","가가와현","2016-08-03","408","불검출","불검출","적합"
