"순번","품      목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","","-","-","58,330","-","-","-"
"1","활장어(먹장어)","후쿠오카현","2016-08-04","1,088","불검출","불검출","적합"
"2","냉장명태","홋카이도","2016-08-04","728","불검출","불검출","적합"
"3","활게(참게)","후쿠오카현","2016-08-04","250","불검출","불검출","적합"
"4","냉동큰실말","오키나와현","2016-08-04","180","불검출","불검출","적합"
"5","활가리비","홋카이도","2016-08-04","7,026","불검출","불검출","적합"
"6","활가리비","홋카이도","2016-08-04","6,954","불검출","불검출","적합"
"7","활가리비","홋카이도","2016-08-04","6,980","불검출","불검출","적합"
"8","활가리비","홋카이도","2016-08-04","6,978","불검출","불검출","적합"
"9","활가리비","홋카이도","2016-08-04","6,968","불검출","불검출","적합"
"10","냉동큰실말","오키나와현","2016-08-04","600","불검출","불검출","적합"
"11","활돔(참돔)","에히메현","2016-08-04","10,387","불검출","불검출","적합"
"12","활돔(참돔)","에히메현","2016-08-04","2,954","불검출","불검출","적합"
"13","활돔(참돔)","도쿠시마현","2016-08-04","7,237","불검출","불검출","적합"
