"순번","품      목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"13","냉장갈치","오이타현","2016-08-02","355","불검출","불검출","적합"
"14","냉장명태","홋카이도","2016-08-02","1,764","불검출","불검출","적합"
"15","냉장명태","홋카이도","2016-08-02","572","불검출","불검출","적합"
"16","냉장홍어","홋카이도","2016-08-02","373","불검출","불검출","적합"
"17","냉장명태","홋카이도","2016-08-02","584","불검출","불검출","적합"
"18","냉장명태","홋카이도","2016-08-02","1,752","불검출","불검출","적합"
"19","냉장갈치","오이타현","2016-08-02","600","불검출","불검출","적합"
"20","활가리비","홋카이도","2016-08-02","12,678","불검출","불검출","적합"
"21","활가리비","홋카이도","2016-08-02","7,446","불검출","불검출","적합"
"22","활가리비","홋카이도","2016-08-02","7,225","불검출","불검출","적합"
"23","활바리(자바리)","나가사키현","2016-08-02","600","불검출","불검출","적합"
"24","활가리비","홋카이도","2016-08-02","7,212","불검출","불검출","적합"
"25","활장어(먹장어)","나가사키현","2016-08-02","1,556","불검출","불검출","적합"
"26","활돔(참돔)","고치현","2016-08-02","2,089","불검출","불검출","적합"
"27","활돔(참돔)","고치현","2016-08-02","16,861","불검출","불검출","적합"
