"순번","품
목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(
기준
:100Bq/Kg)","요오드
(
기준
:300Bq/Kg)","판정"
"합계","","-","-","67,658","-","-","-"
"1","활돔 참돔(
)","에히메현","2016-05-20","9,547","불검출","불검출","적합"
"2","활돔 참돔(
)","에히메현","2016-05-20","9,856","불검출","불검출","적합"
"3","활돔 참돔(
)","에히메현","2016-05-20","5,068","불검출","불검출","적합"
"4","활돔 참돔(
)","에히메현","2016-05-20","17,216","불검출","불검출","적합"
"5","활가리비","홋카이도","2016-05-20","14,000","불검출","불검출","적합"
"6","냉장명태","홋카이도","2016-05-20","2,197","불검출","불검출","적합"
"7","냉장갈치","에히메현","2016-05-20","730","불검출","불검출","적합"
"8","냉장갈치","히로시마현","2016-05-20","225","불검출","불검출","적합"
"9","냉장가오리","야마구치현","2016-05-20","44","불검출","불검출","적합"
"10","냉장홍어","홋카이도","2016-05-20","797","불검출","불검출","적합"
"11","냉장갈치","효고현","2016-05-20","320","불검출","불검출","적합"
"12","냉장돔 황돔(
)","후쿠오카현","2016-05-20","150","불검출","불검출","적합"
"13","냉장고등어","후쿠오카현","2016-05-20","488","불검출","불검출","적합"
"14","활가리비","홋카이도","2016-05-20","7,020","불검출","불검출","적합"
