"순번","품목명","제조·생산지","제조일자","중량
(kg)","검사결과","",""
"","","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"83","과자(비스킷)","니가타현","2016-04-18","120","불검출","불검출","적합"
"84","소스류","지바현","2016-03-15","770","불검출","불검출","적합"
"85","볶은커피","오사카부","2016-04-05","2,661","불검출","불검출","적합"
"86","초콜릿가공품","효고현","2016-04-06","324","불검출","불검출","적합"
"87","맥주","아이치현","2016-04-15","48,500","불검출","불검출","적합"
"88","맥주","후쿠오카현","2016-04-05","10,100","불검출","불검출","적합"
"89","맥주","후쿠오카현","2016-04-05","261,900","불검출","불검출","적합"
"90","청주","효고현","2016-04-22","432","불검출","불검출","적합"
"91","소스류","지바현","2016-04-13","1,220","불검출","불검출","적합"
"92","청주","니가타현","2016-04-06","1,728","불검출","불검출","적합"
"93","청주","사이타마현","2016-03-24","72","불검출","불검출","적합"
"94","캔디류(사탕)","아이치현","2016-03-31","240","불검출","불검출","적합"
"95","맥주","후쿠오카현","2016-04-05","84,000","불검출","불검출","적합"
"96","소스류","지바현","2016-03-28","20","불검출","불검출","적합"
"97","청주","사이타마현","2016-03-11","1,653","불검출","불검출","적합"
"98","청주","니가타현","2016-01-06","86","불검출","불검출","적합"
"99","합성착향료","가나가와현","2016-04-12","10","불검출","불검출","적합"
