"순번","품
목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(
기준
:100Bq/Kg)","요오드
(
기준
:300Bq/Kg)","판정"
"합계","","-","-","116,821","-","-","-"
"1","활장어 먹장어
(
)","나가사키현","2016-05-24","1,906","불검출","불검출","적합"
"2","활돔 참돔(
)","에히메현","2016-05-24","7,388","불검출","불검출","적합"
"3","활돔 참돔(
)","에히메현","2016-05-24","14,793","불검출","불검출","적합"
"4","활돔 참돔(
)","에히메현","2016-05-24","4,035","불검출","불검출","적합"
"5","활돔 참돔(
)","에히메현","2016-05-24","8,029","불검출","불검출","적합"
"6","활가리비","홋카이도","2016-05-24","14,000","불검출","불검출","적합"
"7","활가리비","홋카이도","2016-05-24","7,200","불검출","불검출","적합"
"8","활가리비","홋카이도","2016-05-24","6,941","불검출","불검출","적합"
"9","활가리비","홋카이도","2016-05-24","6,994","불검출","불검출","적합"
"10","활돔 벵에돔
(
)","오이타현","2016-05-24","270","불검출","불검출","적합"
"11","활돔 돌돔(
)","나가사키현","2016-05-24","743","불검출","불검출","적합"
"12","활가리비","홋카이도","2016-05-24","6,983","불검출","불검출","적합"
"13","냉장명태","홋카이도","2016-05-24","5,345","불검출","불검출","적합"
"14","냉장대구","홋카이도","2016-05-24","336","불검출","불검출","적합"
"15","냉장갈치","와카야마현","2016-05-24","1,568","불검출","불검출","적합"
"16","냉장돔 황돔(
)","야마구치현","2016-05-24","125","불검출","불검출","적합"
