"순번","품
목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(
기준
:100Bq/Kg)","요오드
(
기준
:300Bq/Kg)","판정"
"17","냉장홍어","홋카이도","2016-05-24","290","불검출","불검출","적합"
"18","냉장홍어","홋카이도","2016-05-24","12,500","불검출","불검출","적합"
"19","냉장갈치","와카야마현","2016-05-24","1,728","불검출","불검출","적합"
"20","냉장갈치","오이타현","2016-05-24","875","불검출","불검출","적합"
"21","활돔 돌돔(
)","나가사키현","2016-05-24","1,020","불검출","불검출","적합"
"22","냉장갈치","야마구치현","2016-05-24","1,100","불검출","불검출","적합"
"23","냉장갑오징어","후쿠오카현","2016-05-24","576","불검출","불검출","적합"
"24","냉장갈치","와카야마현","2016-05-24","1,200","불검출","불검출","적합"
"25","냉장갈치","야마구치현","2016-05-24","905","불검출","불검출","적합"
"26","냉장갈치","에히메현","2016-05-24","464","불검출","불검출","적합"
"27","냉장준치","효고현","2016-05-24","840","불검출","불검출","적합"
"28","냉장홍어","홋카이도","2016-05-24","716","불검출","불검출","적합"
"29","냉장홍어","홋카이도","2016-05-24","1,327","불검출","불검출","적합"
"30","냉장갈치","와카야마현","2016-05-24","672","불검출","불검출","적합"
"31","냉장명태","홋카이도","2016-05-24","1,344","불검출","불검출","적합"
"32","냉장명태","홋카이도","2016-05-24","1,956","불검출","불검출","적합"
"33","냉장갈치","효고현","2016-05-24","245","불검출","불검출","적합"
"34","냉장돔 황돔(
)","후쿠오카현","2016-05-24","225","불검출","불검출","적합"
"35","냉장홍어","홋카이도","2016-05-24","1,342","불검출","불검출","적합"
"36","냉장갈치","오이타현","2016-05-24","840","불검출","불검출","적합"
