"품목","계","","농산물","","가공식품","","건강기능식품","","식품첨가물",""
"접수
일자","건수
중량(㎏)","","건수
중량(㎏)","","건수
중량(㎏)","","건수 중량(㎏) 건수","","중량(㎏)",""
"합계","240","1,220,794","1","1,080","195","1,203,484","1","925","43","15,305"
"9.18","95","651,163","0","0","77","640,543","0","0","18","10,620"
"9.19","145","569,631","1","1,080","118","562,941","1","925","25","4,685"
"","","","","","","","","","",""
"","","","","","","","","","",""
"","","","","","","","","","",""
