"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","16건","-","-","44,471","-","-","-"
"1","활전복","가나가와현","2015-2-16","108","불검출","불검출","적합"
"2","냉장갈치","야마구치현","2015-2-16","4,760","불검출","불검출","적합"
"3","냉장가오리","야마구치현","2015-2-16","290","불검출","불검출","적합"
"4","활꼬막","후쿠오카현","2015-2-16","900","불검출","불검출","적합"
"5","활꼬막(새꼬막)","후쿠오카현","2015-2-16","3,520","불검출","불검출","적합"
"6","냉장명태","홋카이도","2015-2-16","5,564","불검출","불검출","적합"
"7","냉장명태","홋카이도","2015-2-16","5,239","불검출","불검출","적합"
"8","냉장준치","구마모토현","2015-2-16","1,008","불검출","불검출","적합"
"9","냉장갈치","효고현","2015-2-16","800","불검출","불검출","적합"
"10","냉장갈치","와카야마현","2015-2-16","13,992","불검출","불검출","적합"
"11","냉장준치","와카야마현","2015-2-16","544","불검출","불검출","적합"
"12","냉장가오리","와카야마현","2015-2-16","210","불검출","불검출","적합"
"13","냉장갈치","오이타현","2015-2-16","325","불검출","불검출","적합"
"14","냉장갈치","나가사키현","2015-2-16","470","불검출","불검출","적합"
"15","냉장갈치","구마모토현","2015-2-16","60","불검출","불검출","적합"
"16","활가리비","홋카이도","2015-2-16","6,681","불검출","불검출","적합"
