"순번","품목명","제조·생산지","제조일자
(유통기한)","수입
중량
(kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/kg)","요오드
(기준:100Bq/kg)","판정"
"84","개별인정형건강기
능식품","오사카부","2018-03-16","152","불검출","불검출","적합"
"85","양조간장","지바현","2019-07-17","1,800","불검출","불검출","적합"
"86","양조간장","효고현","2019-06-25","540","불검출","불검출","적합"
"87","숙면","사이타마현","2019-07-16","3,600","불검출","불검출","적합"
"88","양조간장","지바현","2019-07-16","6,480","불검출","불검출","적합"
"89","효소식품","훗카이도","2019-07-09","222","불검출","불검출","적합"
"90","맥주","후쿠오카현","2019-06-26","104,023","불검출","불검출","적합"
"91","카레(커리)","에히메현","2019-06-29","47","불검출","불검출","적합"
"92","혼합제제","효고현","2019-07-20","12,000","불검출","불검출","적합"
"93","당류가공품","도쿠시마현","2019-07-17","1,000","불검출","불검출","적합"
"94","카레(커리)","나가노현","2019-07-12","1,000","불검출","불검출","적합"
"95","젖산나트륨","도쿠시마현","2019-07-17","200","불검출","불검출","적합"
"96","소스","군마현","2019-06-18","636","불검출","불검출","적합"
"97","소스","도치기현","2019-06-19","5,405","불검출","불검출","적합"
"98","곡류가공품","아이치현","2019-07-24","44","불검출","불검출","적합"
"99","소스","군마현","2019-05-16","2,822","불검출","불검출","적합"
"100","발효식초","도치기현","2019-06-11","4,558","불검출","불검출","적합"
"101","기타가공품","시즈오카현","2019-05-20","27","불검출","불검출","적합"
"102","떡류","나가노현","2019-07-11","998","불검출","불검출","적합"
"103","소스","나가사키현","2019-07-11","1,240","불검출","불검출","적합"
"104","소스","나가사키현","2019-06-28","6,052","불검출","불검출","적합"
"105","소스","나가사키현","2019-06-26","7,624","불검출","불검출","적합"
"106","소스","나가사키현","2019-06-12","505","불검출","불검출","적합"
"107","소스","나가사키현","2019-07-09","2,961","불검출","불검출","적합"
"108","소스","나가사키현","2019-07-02","2,634","불검출","불검출","적합"
"109","소스","에히메현","2019-07-24","3,000","불검출","불검출","적합"
"110","소스","나가사키현","2019-07-18","514","불검출","불검출","적합"
"111","청주","아오모리현","2019-07-02","43","불검출","불검출","적합"
"112","청주","아오모리현","2019-07-04","108","불검출","불검출","적합"
"113","청주","아오모리현","2019-07-02","43","불검출","불검출","적합"
"114","청주","아오모리현","2019-07-03","36","불검출","불검출","적합"
"115","청주","아오모리현","2019-05-21","5,616","불검출","불검출","적합"
"116","청주","아오모리현","2019-07-10","2,160","불검출","불검출","적합"
"117","과자","이시카와현","2019-07-19","18","불검출","불검출","적합"
