"순번","품목명","제조·생산지","유통기한
(포장일자)","중량(kg)","검사결과","",""
"","","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:100Bq/kg)","",""
"합계","","","","5,607","","",""
"1","잼","스웨덴","2020.10.27.","806","1","불검출","적합"
"2","차가버섯/건조","러시아연방","(2019.6.13.)","3,520","18","불검출","적합"
"3","능이버섯/건조","중국","2022.01.25.","1,260","2","-","적합"
"4","능이버섯/신선","중국","생산년도
(2019년)","21","6","-","적합"
