"순번","품목명","제조·생산지","제조일자","중량
(kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/kg)","요오드
(기준:300Bq/kg)","판정"
"73","청주","아키타현","2015-02-01","229","불검출","불검출","적합"
"74","혼합제제","효고현","2015-02-23","30","불검출","불검출","적합"
"75","혼합제제","효고현","2015-02-23","100","불검출","불검출","적합"
"76","청주","아키타현","2015-01-01","216","불검출","불검출","적합"
"77","맥주","후쿠오카현","2015-01-15","161,721.6","불검출","불검출","적합"
"78","밀크초콜릿","훗카이도","2015-03-06","15.6","불검출","불검출","적합"
"79","소스류","후쿠오카현","2015-01-27","90","불검출","불검출","적합"
"80","초콜릿가공품","훗카이도","2015-03-06","32.4","불검출","불검출","적합"
"81","소스류","후쿠오카현","2015-01-16","460","불검출","불검출","적합"
"82","기타장류","후쿠오카현","2015-01-07","320","불검출","불검출","적합"
"83","소스류","후쿠오카현","2014-12-26","200","불검출","불검출","적합"
"84","과.채가공품","ETC","2015-01-16","1,000","불검출","불검출","적합"
"85","혼합제제","미에현","2014-12-16","32","불검출","불검출","적합"
"86","폴리글리세린지방
산에스테르","미에현","2015-01-08","70","불검출","불검출","적합"
"87","프로필렌글리콜지
방산에스테르","오사카부","2014-10-24","70","불검출","불검출","적합"
"88","혼합제제","미에현","2015-02-25","90","불검출","불검출","적합"
