"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","30건","-","-","114,814","-","-","-"
"1","활가리비","홋카이도","2015-3-20","7,500","불검출","불검출","적합"
"2","활가리비","홋카이도","2015-3-20","7,000","불검출","불검출","적합"
"3","활가리비","홋카이도","2015-3-20","6,000","불검출","불검출","적합"
"4","활가리비","홋카이도","2015-3-20","6,000","불검출","불검출","적합"
"5","활가리비","홋카이도","2015-3-20","7,403","불검출","불검출","적합"
"6","활가리비","홋카이도","2015-3-20","6,000","불검출","불검출","적합"
"7","활가리비","홋카이도","2015-3-20","7,155","불검출","불검출","적합"
"8","냉동가리비(외투막)","홋카이도","2015-3-20","23,000","불검출","불검출","적합"
"9","냉장홍어","야마구치현","2015-3-20","288","불검출","불검출","적합"
"10","냉장명태","홋카이도","2015-3-20","5,122","불검출","불검출","적합"
"11","냉장명태","홋카이도","2015-3-20","5,044","불검출","불검출","적합"
"12","활가리비","홋카이도","2015-3-20","7,271","불검출","불검출","적합"
"13","냉동기름치","대서양","2015-3-20","1,559","불검출","불검출","적합"
"14","냉동기름치","대서양","2015-3-20","2,042","불검출","불검출","적합"
"15","냉장갈치","후쿠오카현","2015-3-20","4,296","불검출","불검출","적합"
"16","냉장갈치","야마구치현","2015-3-20","376","불검출","불검출","적합"
"17","냉장홍어","야마구치현","2015-3-20","290","불검출","불검출","적합"
"18","냉장준치","구마모토현","2015-3-20","350","불검출","불검출","적합"
"19","냉장갈치","오이타현","2015-3-20","70","불검출","불검출","적합"
"20","냉장갈치","구마모토현","2015-3-20","2,505","불검출","불검출","적합"
"21","냉장갈치","구마모토현","2015-3-20","550","불검출","불검출","적합"
"22","냉장돔(황돔)","나가사키현","2015-3-20","56","불검출","불검출","적합"
"23","냉장민어(수조기)","야마구치현","2015-3-20","78","불검출","불검출","적합"
"24","활해삼","나가사키현","2015-3-20","360","불검출","불검출","적합"
"25","냉장명태","홋카이도","2015-3-20","5,246","불검출","불검출","적합"
