"품목","계","","농산물","","가공식품","","건강기능식품","","식품첨가물",""
"접수
일자","건수
중량(㎏)","","건수
중량(㎏)","","건수
중량(㎏)","","건수 중량(㎏) 건수","","중량(㎏)",""
"합계","505","2,216,166","2","486,000","406","1,648,108","2","453","95","81,606"
"11.20","117","760,711","1","246,000","104","513,812","0","0","12","899"
"11.21","95","538,057","1","240,000","80","278,464","0","0","14","19,594"
"11.22","135","303,316","0","0","108","272,934","0","0","27","30,382"
"11.23","158","614,082","0","0","114","582,898","2","453","42","30,731"
"","","","","","","","","","",""
