"순번","품목명","제조·생산지","제조일자","중량
(kg)","검사결과","",""
"","","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"14","혼합제제","오카야마현","2016-05-23","200","불검출","불검출","적합"
"15","초콜릿가공품","훗카이도","2016-04-19","2","불검출","불검출","적합"
"16","기타가공품","와카야마현","2016-05-19","1,000","불검출","불검출","적합"
"17","침출차","시즈오카현","2016-01-02","35","불검출","불검출","적합"
"18","백설탕","후쿠오카현","2016-04-07","800","불검출","불검출","적합"
"19","혼합제제","시즈오카현","2016-04-20","30","불검출","불검출","적합"
"20","혼합제제","미에현","2016-03-29","160","불검출","불검출","적합"
"21","혼합제제","효고현","2016-05-19","102","불검출","불검출","적합"
"22","소스류","도쿠시마현","2016-05-07","130","불검출","불검출","적합"
"23","알가공품","가고시마현","2016-03-10","252","불검출","불검출","적합"
"24","백설탕","구마모토현","2016-05-16","50","불검출","불검출","적합"
"25","침출차","시즈오카현","2016-01-02","25","불검출","불검출","적합"
"26","과자(비스킷)","훗카이도","2016-04-21","8","불검출","불검출","적합"
"27","캔디류(사탕)","아이치현","2016-01-02","180","불검출","불검출","적합"
"28","캔디류(사탕)","아이치현","2016-04-02","384","불검출","불검출","적합"
"29","초콜릿가공품","훗카이도","2016-04-12","2","불검출","불검출","적합"
"30","과자(비스킷)","훗카이도","2016-04-21","8","불검출","불검출","적합"
"31","침출차","가고시마현","2016-05-19","300","불검출","불검출","적합"
"32","드레싱","사가현","2016-05-10","2,336","불검출","불검출","적합"
"33","조미건어포류","아오모리현","2016-04-19","8","불검출","불검출","적합"
"34","혼합제제","효고현","2016-05-23","85","불검출","불검출","적합"
"35","혼합제제","효고현","2016-05-24","34","불검출","불검출","적합"
"36","볶은커피","사이타마현","2016-04-20","2,400","불검출","불검출","적합"
"37","혼합제제","나가노현","2016-04-15","198","불검출","불검출","적합"
"38","소스류","아이치현","2016-04-12","4,970","불검출","불검출","적합"
"39","소스류","아이치현","2016-04-13","2,897","불검출","불검출","적합"
"40","빵류(케이크)","돗토리현","2016-03-25","795","불검출","불검출","적합"
"41","소스류","지바현","2016-05-09","12,000","불검출","불검출","적합"
"42","혼합제제","미에현","2016-04-21","1,000","불검출","불검출","적합"
"43","혼합제제","나가노현","2016-04-26","198","불검출","불검출","적합"
"44","건어포류","교토부","2016-04-26","100","불검출","불검출","적합"
"45","기타천연착향료","오카야마현","2016-05-19","300","불검출","불검출","적합"
"46","마요네즈","효고현","2016-05-10","4,000","불검출","불검출","적합"
"47","기타가공품","오사카부","2015-01-19","62","불검출","불검출","적합"
