"순번","품      목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","14","-","-","37,517","-","-","-"
"1","냉장명태","홋카이도","2016-06-09","3,894","불검출","불검출","적합"
"2","냉장갈치","와카야마현","2016-06-09","1,344","불검출","불검출","적합"
"3","냉장가오리","야마구치현","2016-06-09","60","불검출","불검출","적합"
"4","냉장홍어","홋카이도","2016-06-09","3,270","불검출","불검출","적합"
"5","냉장준치","구마모토현","2016-06-09","224","불검출","불검출","적합"
"6","활가리비","홋카이도","2016-06-09","7,050","불검출","불검출","적합"
"7","활먹장어","후쿠오카현","2016-06-09","2,463","불검출","불검출","적합"
"8","냉장준치","구마모토현","2016-06-09","744","불검출","불검출","적합"
"9","냉장갈치","오이타현","2016-06-09","695","불검출","불검출","적합"
"10","냉장갈치","오이타현","2016-06-09","165","불검출","불검출","적합"
"11","냉장준치","후쿠오카현","2016-06-09","760","불검출","불검출","적합"
"12","활먹장어","후쿠오카현","2016-06-09","2,870","불검출","불검출","적합"
"13","활가리비","홋카이도","2016-06-09","7,000","불검출","불검출","적합"
"14","활가리비","홋카이도","2016-06-09","6,978","불검출","불검출","적합"
