"순번","품      목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","","-","-","60,528","-","-","-"
"1","활장어(먹장어)","나가사키현","2016-06-13","119","불검출","불검출","적합"
"2","냉동다랑어
(눈다랑어,F,횟감)","대서양","2016-06-13","1,041","불검출","불검출","적합"
"3","냉동다랑어
(눈다랑어,목살)","태평양","2016-06-13","4,900","불검출","불검출","적합"
"4","냉동돔(참돔)","야마구치현","2016-06-13","2,110","불검출","불검출","적합"
"5","냉동갈치","에히메현","2016-06-13","12,300","불검출","불검출","적합"
"6","냉동다랑어
(남방참다랑어)","인도양","2016-06-13","9,606","불검출","불검출","적합"
"7","냉장명태","홋카이도","2016-06-13","2,868","불검출","불검출","적합"
"8","냉장대구","홋카이도","2016-06-13","160","불검출","불검출","적합"
"9","냉장명태","홋카이도","2016-06-13","2,856","불검출","불검출","적합"
"10","냉장대구","홋카이도","2016-06-13","160","불검출","불검출","적합"
"11","냉장준치","구마모토현","2016-06-13","567","불검출","불검출","적합"
"12","냉장갈치","오이타현","2016-06-13","1,095","불검출","불검출","적합"
"13","냉장갈치","후쿠오카현","2016-06-13","395","불검출","불검출","적합"
"14","냉장갈치","야마구치현","2016-06-13","1,265","불검출","불검출","적합"
