"순번","품      목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","","-","-","41,058","-","-","-"
"1","활장어(먹장어)","나가사키현","2016-06-10","351","불검출","불검출","적합"
"2","활가리비","홋카이도","2016-06-10","7,180","불검출","불검출","적합"
"3","냉장홍어","홋카이도","2016-06-10","1,260","불검출","불검출","적합"
"4","활가리비","홋카이도","2016-06-10","195","불검출","불검출","적합"
"5","활가리비","홋카이도","2016-06-10","7,020","불검출","불검출","적합"
"6","냉장명태","홋카이도","2016-06-10","2,674","불검출","불검출","적합"
"7","냉동큰실말","오키나와현","2016-06-10","180","불검출","불검출","적합"
"8","냉장대구","홋카이도","2016-06-10","160","불검출","불검출","적합"
"9","냉장명태","홋카이도","2016-06-10","2,674","불검출","불검출","적합"
"10","냉장대구","홋카이도","2016-06-10","160","불검출","불검출","적합"
"11","냉장갈치","나가사키현","2016-06-10","4,000","불검출","불검출","적합"
"12","활우렁쉥이","홋카이도","2016-06-10","8,224","불검출","불검출","적합"
"13","활가리비","홋카이도","2016-06-10","6,980","불검출","불검출","적합"
