"품목","계","","농산물","","가공식품","","건강기능식품","","식품첨가물",""
"접수
일자","건수
중량(㎏)","","건수
중량(㎏)","","건수
중량(㎏)","","건수
중량(㎏)","","건수
중량(㎏)",""
"합계","514","8,470,357","0","0","380","8,368,916","7","3,205","127","98,237"
"6.7","160","7,319,834","0","0","127","7,279,777","1","162","32","39,895"
"6.8","119","408,440","0","0","100","400,121","1","1,002","18","7,317"
"6.9","90","410,958","0","0","57","406,468","4","1,141","29","3,349"
"6.10","145","331,125","0","0","96","282,550","1","900","48","47,676"
"","","","","","","","","","",""
