"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","21건","-","-","50,532","-","-","-"
"1","활장어(먹장어)","나가사키현","2015-5-21","1,108","불검출","불검출","적합"
"2","활가리비","홋카이도","2015-5-21","7,500","불검출","불검출","적합"
"3","냉동기름치","태평양","2015-5-21","11,731","불검출","불검출","적합"
"4","냉동기름치","태평양","2015-5-21","11,339","불검출","불검출","적합"
"5","냉장갈치","와카야마현","2015-5-21","1,456","불검출","불검출","적합"
"6","냉장홍어","홋카이도","2015-5-21","1,666","불검출","불검출","적합"
"7","냉장갈치","와카야마현","2015-5-21","2,700","불검출","불검출","적합"
"8","냉장돔(황돔)","야마구치현","2015-5-21","115","불검출","불검출","적합"
"9","냉장갈치","나가사키현","2015-5-21","265","불검출","불검출","적합"
"10","냉장준치","야마구치현","2015-5-21","576","불검출","불검출","적합"
"11","냉장홍어","야마구치현","2015-5-21","250","불검출","불검출","적합"
"12","냉장가오리","야마구치현","2015-5-21","20","불검출","불검출","적합"
"13","냉장갑오징어","후쿠오카현","2015-5-21","376","불검출","불검출","적합"
"14","활해삼","오이타현","2015-5-21","569","불검출","불검출","적합"
"15","냉장갈치","오이타현","2015-5-21","760","불검출","불검출","적합"
"16","냉장갈치","와카야마현","2015-5-21","1,576","불검출","불검출","적합"
"17","냉장준치","구마모토현","2015-5-21","112","불검출","불검출","적합"
"18","냉장갈치","에히메현","2015-5-21","352","불검출","불검출","적합"
"19","냉장갈치","와카야마현","2015-5-21","352","불검출","불검출","적합"
"20","활장어(먹장어)","나가사키현","2015-5-21","713","불검출","불검출","적합"
"21","활가리비","홋카이도","2015-5-21","6,996","불검출","불검출","적합"
