"순 번","품목명","제조·생산지","제조일자","중량(kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/kg)","요오드
(기준:300Bq/kg)","판정"
"70","혼합제제","효고현","2014-09-11","51","불검출","불검출","적합"
"71","밀크초콜릿","가나가와현","2014-08-26","345.6","불검출","불검출","적합"
"72","프로폴리스추출물
제품","구마모토현","2014-09-12","68.82","불검출","불검출","적합"
"73","향신료조제품
(고추냉이가공품)","도쿄도","2014-08-18","200","불검출","불검출","적합"
"74","혼합제제","가나가와현","2014-08-21","50","불검출","불검출","적합"
"75","덱스트린","효고현","2014-08-17","5,000","불검출","불검출","적합"
"76","캔디류(젤리)","아이치현","2014-07-31","255","불검출","불검출","적합"
"77","천연향신료","오사카부","2014-08-27","3","불검출","불검출","적합"
"78","냉면","구마모토현","2014-08-26","230.4","불검출","불검출","적합"
"79","소스류","지바현","2014-08-12","2,400","불검출","불검출","적합"
"80","소스류","지바현","2014-08-11","19.8","불검출","불검출","적합"
"81","혼합제제","가나가와현","2014-08-25","90","불검출","불검출","적합"
"82","떡류","미야자키현","2014-09-04","360","불검출","불검출","적합"
"83","떡류","미야자키현","2014-09-11","360","불검출","불검출","적합"
"84","떡류","미야자키현","2014-09-05","360","불검출","불검출","적합"
"85","떡류","미야자키현","2014-09-09","360","불검출","불검출","적합"
"86","떡류","미야자키현","2014-09-10","360","불검출","불검출","적합"
"87","떡류","미야자키현","2014-09-03","360","불검출","불검출","적합"
"88","떡류","미야자키현","2014-09-12","360","불검출","불검출","적합"
"89","떡류","미야자키현","2014-09-01","360","불검출","불검출","적합"
"90","떡류","미야자키현","2014-09-02","360","불검출","불검출","적합"
"91","떡류","미야자키현","2014-09-12","360","불검출","불검출","적합"
"92","액상차","와카야마현","2014-07-26","19,560","불검출","불검출","적합"
"93","카레","도치기현","2014-08-04","132","불검출","불검출","적합"
"94","카레","도치기현","2014-06-06","132","불검출","불검출","적합"
"95","청주","도야마현","2014-08-18","43.2","불검출","불검출","적합"
"96","과자(스낵과자)","이바라키현","2014-07-30","126.72","불검출","불검출","적합"
"97","청주","가고시마현","2014-08-22","86.4","불검출","불검출","적합"
"98","양조간장","지바현","2014-08-04","3,790.8","불검출","불검출","적합"
"99","소스류","가나가와현","2014-08-27","849","불검출","불검출","적합"
"100","과자(비스킷)","이바라키현","2014-08-13","583.2","불검출","불검출","적합"
"101","소스류","가나가와현","2014-08-25","483.75","불검출","불검출","적합"
"102","소스류","가나가와현","2014-08-28","267.75","불검출","불검출","적합"
"103","소스류","가나가와현","2014-08-28","479.25","불검출","불검출","적합"
"104","과자(크래커)","이바라키현","2014-08-09","1,526.4","불검출","불검출","적합"
"105","카레","나라현","2014-08-19","200","불검출","불검출","적합"
"106","캔디류(사탕)","아이치현","2014-09-05","1,920","불검출","불검출","적합"
"107","캔디류(사탕)","아이치현","2014-09-05","3,600","불검출","불검출","적합"
"108","과자(한과류)","도쿠시마현","2014-09-02","1,080","불검출","불검출","적합"
"109","과자(스낵과자)","오사카부","2014-08-27","702","불검출","불검출","적합"
"110","과자(비스킷)","시즈오카현","2014-07-29","116","불검출","불검출","적합"
"111","캔디류(젤리)","나가노현","2014-08-30","1,080","불검출","불검출","적합"
"112","캔디류(젤리)","나가노현","2014-08-25","902.4","불검출","불검출","적합"
"113","캔디류(젤리)","나가노현","2014-08-23","2,688","불검출","불검출","적합"
"114","글루코사민 제품","도쿄도","2014-08-18","275","불검출","불검출","적합"
"115","혼합제제","효고현","2014-09-05","17","불검출","불검출","적합"
"116","혼합제제","효고현","2014-09-09","17","불검출","불검출","적합"
"117","혼합제제","효고현","2014-09-04","15","불검출","불검출","적합"
