"품목","계","","농산물","","가공식품","","건강기능식품","","식품첨가물",""
"접수
일자","건수 중량(㎏) 건수 중량(㎏) 건수 중량(㎏) 건수 중량(㎏) 건수 중량(㎏)","","","","","","","","",""
"합계","161","541,171","0","0","121","524,690","3","414","37","16,067"
"9.29","161","541,171","0","0","121","524,690","3","414","37","16,067"
"9.30","","","","","","","","","",""
"10.1","","","","","","","","","",""
"10.2","","","","","","","","","",""
