"순번","품목명","제조·생산지","제조일자","중량
(kg)","검사결과","",""
"","","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"13","리큐르","나가사키현","2015-06-01","30","불검출","불검출","적합"
"14","리큐르","나가사키현","2015-07-03","30","불검출","불검출","적합"
"15","혼합제제","오사카부","2015-06-10","200","불검출","불검출","적합"
"16","카레","효고현","2015-06-16","4,460","불검출","불검출","적합"
"17","빵류(그외 빵류)","미야기현","2015-06-06","300","불검출","불검출","적합"
"18","혼합제제","나가노현","2015-06-17","1,000","불검출","불검출","적합"
"19","소스류","아오모리현","2015-05-29","267.3","불검출","불검출","적합"
"20","혼합제제","이바라키현","2015-06-26","75","불검출","불검출","적합"
"21","과자(크래커)","아이치현","2015-06-09","14.5","불검출","불검출","적합"
"22","과.채가공품","훗카이도","2015-06-05","10.1","불검출","불검출","적합"
"23","과자(크래커)","아이치현","2015-06-12","48.3","불검출","불검출","적합"
"24","과자(스낵과자)","아이치현","2015-06-01","67.5","불검출","불검출","적합"
"25","과.채가공품","훗카이도","2015-06-09","12.9","불검출","불검출","적합"
"26","과자(크래커)","아이치현","2015-05-30","13.8","불검출","불검출","적합"
"27","과.채가공품","훗카이도","2015-06-04","9.5","불검출","불검출","적합"
"28","과자(스낵과자)","고치현","2015-06-15","94","불검출","불검출","적합"
"29","혼합제제","효고현","2015-06-30","15","불검출","불검출","적합"
"30","혼합제제","효고현","2015-06-30","90","불검출","불검출","적합"
"31","혼합제제","효고현","2015-06-25","75","불검출","불검출","적합"
"32","캔디류(사탕)","아이치현","2015-06-29","2,520","불검출","불검출","적합"
"33","맥주","오이타현","2015-06-03","49,266","불검출","불검출","적합"
"34","캔디류(사탕)","아이치현","2015-06-29","1,920","불검출","불검출","적합"
"35","캔디류(사탕)","아이치현","2015-06-29","1,584","불검출","불검출","적합"
"36","캔디류(사탕)","아이치현","2015-06-29","240","불검출","불검출","적합"
"37","과자(스낵과자)","아이치현","2015-06-26","234","불검출","불검출","적합"
"38","탄산음료","오사카부","2015-06-21","1,800","불검출","불검출","적합"
"39","냉면","나가노현","2015-06-18","750","불검출","불검출","적합"
"40","과자(비스킷)","니가타현","2015-06-18","235.2","불검출","불검출","적합"
"41","국수","지바현","2015-04-18","202.5","불검출","불검출","적합"
"42","청주","도야마현","2015-06-03","43.2","불검출","불검출","적합"
