"순번","품목명","제조·생산지","제조일자","중량
(kg)","검사결과","",""
"","","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"13","카레","나가노현","2015-05-14","500","불검출","불검출","적합"
"14","즉석조리식품","지바현","2015-05-07","28.68","불검출","불검출","적합"
"15","조미건어포류","아오모리현","2015-06-05","6.3","불검출","불검출","적합"
"16","조미건어포류","훗카이도","2015-06-05","11.7","불검출","불검출","적합"
"17","조미건어포류","훗카이도","2015-06-05","6.8","불검출","불검출","적합"
"18","소스류","오사카부","2015-06-18","2,160","불검출","불검출","적합"
"19","조미건어포류","야마나시현","2015-06-17","24.3","불검출","불검출","적합"
"20","조미건어포류","야마나시현","2015-06-15","32.3","불검출","불검출","적합"
"21","기타가공품","에히메현","2015-05-29","7","불검출","불검출","적합"
"22","기타가공품","훗카이도","2015-06-09","7","불검출","불검출","적합"
"23","수산물가공품","아오모리현","2015-05-27","6.9","불검출","불검출","적합"
"24","조미건어포류","후쿠오카현","2015-04-20","6.1","불검출","불검출","적합"
"25","과자(스낵과자)","아이치현","2015-06-19","105.84","불검출","불검출","적합"
"26","조미건어포류","훗카이도","2015-06-09","9.9","불검출","불검출","적합"
"27","과자(스낵과자)","아이치현","2015-06-10","93.6","불검출","불검출","적합"
"28","캔디류(사탕)","나라현","2015-06-24","1,224","불검출","불검출","적합"
"29","리큐르","도치기현","2015-04-01","672","불검출","불검출","적합"
"30","리큐르","도치기현","2015-03-22","336","불검출","불검출","적합"
"31","당류가공품","효고현","2015-06-15","2,000","불검출","불검출","적합"
"32","청주","효고현","2015-06-18","432","불검출","불검출","적합"
"33","갈색설탕","효고현","2015-06-08","300","불검출","불검출","적합"
"34","소스류","도치기현","2015-05-29","12,000","불검출","불검출","적합"
"35","청주","효고현","2015-05-15","462","불검출","불검출","적합"
"36","청주","효고현","2015-06-09","216","불검출","불검출","적합"
"37","청주","효고현","2015-03-26","810","불검출","불검출","적합"
"38","청주","효고현","2015-06-04","1,200","불검출","불검출","적합"
"39","청주","효고현","2015-05-26","4,140","불검출","불검출","적합"
"40","청주","효고현","2015-06-02","1,080","불검출","불검출","적합"
"41","청주","효고현","2015-05-19","540","불검출","불검출","적합"
"42","청주","시즈오카현","2015-06-19","120","불검출","불검출","적합"
