"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"21","냉장갈치","후쿠오카현","2019-04-30","707","불검출","불검출","적합"
"22","냉장갈치","와카야마현","2019-04-30","3,224","불검출","불검출","적합"
"23","냉장갈치","와카야마현","2019-04-30","720","불검출","불검출","적합"
"24","활돔(참돔)","에히메현","2019-04-30","4,769","불검출","불검출","적합"
"25","활돔(벤자리)","에히메현","2019-04-30","973","불검출","불검출","적합"
"26","냉장갈치","와카야마현","2019-04-30","960","불검출","불검출","적합"
"27","활게(왕게)","홋카이도","2019-04-30","512","불검출","불검출","적합"
"28","활게(왕게)","홋카이도","2019-04-30","520","불검출","불검출","적합"
"29","냉장홍어","홋카이도","2019-04-30","951","불검출","불검출","적합"
"30","냉장돔(황돔)","나가사키현","2019-04-30","560","불검출","불검출","적합"
"31","활우렁쉥이","홋카이도","2019-04-30","8,330","불검출","불검출","적합"
"32","활가리비","홋카이도","2019-04-30","6,864","불검출","불검출","적합"
"33","활게(왕게)","홋카이도","2019-04-30","513","불검출","불검출","적합"
"34","냉장명태","홋카이도","2019-04-30","1,668","불검출","불검출","적합"
"35","냉장갈치","오이타현","2019-04-30","200","불검출","불검출","적합"
"36","냉장홍어","홋카이도","2019-04-30","4,520","불검출","불검출","적합"
"37","냉장돔(황돔)","후쿠오카현","2019-04-30","324","불검출","불검출","적합"
"38","활가리비","홋카이도","2019-04-30","7,000","불검출","불검출","적합"
"39","활전갱이(흑점줄전갱이)","에히메현","2019-04-30","936","불검출","불검출","적합"
"40","냉장홍어","홋카이도","2019-04-30","1,408","불검출","불검출","적합"
"41","냉장가오리","야마구치현","2019-04-30","550","불검출","불검출","적합"
"42","냉장갈치","야마구치현","2019-04-30","285","불검출","불검출","적합"
"43","활가리비","홋카이도","2019-04-30","6,743","불검출","불검출","적합"
"44","활가리비","홋카이도","2019-04-30","7,295","불검출","불검출","적합"
