"순번","품목명","제조·생산지","제조일자
(유통기한)","수입
중량
(kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/kg)","요오드
(기준:100Bq/kg)","판정"
"50","청주","효고현","2019-03-19","720","불검출","불검출","적합"
"51","볶은커피","미에현","2019-01-02","30","불검출","불검출","적합"
"52","청주","효고현","2019-03-11","1,830","불검출","불검출","적합"
"53","청주","효고현","2019-04-01","720","불검출","불검출","적합"
"54","청주","효고현","2019-02-07","5,100","불검출","불검출","적합"
"55","소스","오이타현","2019-03-29","1,200","불검출","불검출","적합"
"56","절임식품","가고시마현","2019-04-08","730","불검출","불검출","적합"
"57","기타 수산물가공품","훗카이도","2019-04-05","450","불검출","불검출","적합"
"58","액상커피","시가현","2019-03-04","691","불검출","불검출","적합"
"59","참기름","가가와현","2019-03-05","825","불검출","불검출","적합"
"60","인스턴트커피","오사카부","2019-03-06","65","불검출","불검출","적합"
"61","혼합제제","오사카부","2019-04-05","40","불검출","불검출","적합"
"62","건면","구마모토현","2019-03-09","9,880","불검출","불검출","적합"
"63","인베르타아제","아이치현","2018-10-30","301","불검출","불검출","적합"
"64","빵류","훗카이도","2019-03-25","5,376","불검출","불검출","적합"
"65","빵류","훗카이도","2019-03-28","1,940","불검출","불검출","적합"
"66","빵류","훗카이도","2019-03-28","2,074","불검출","불검출","적합"
"67","금박","이시카와현","2019-04-08","0","불검출","불검출","적합"
"68","금박","이시카와현","2019-04-08","0","불검출","불검출","적합"
"69","금박","이시카와현","2019-04-08","0","불검출","불검출","적합"
"70","과자","야마가타현","2019-04-01","230","불검출","불검출","적합"
"71","과자","야마가타현","2019-04-02","30","불검출","불검출","적합"
"72","소스","지바현","2019-01-30","100","불검출","불검출","적합"
"73","소스","지바현","2019-02-27","30","불검출","불검출","적합"
"74","카레(커리)","시즈오카현","2019-03-25","2,398","불검출","불검출","적합"
"75","혼합제제","후쿠시마현","2019-04-08","98","불검출","불검출","적합"
"76","탄산음료","오사카부","2019-04-15","7,200","불검출","불검출","적합"
"77","과·채가공품","나가노현","2019-04-02","298","불검출","불검출","적합"
"78","가공두부","오사카부","2019-04-17","6,000","불검출","불검출","적합"
"79","가공두부","오사카부","2019-04-17","12,000","불검출","불검출","적합"
"80","소스","히로시마현","2019-03-08","3,960","불검출","불검출","적합"
"81","소스","히로시마현","2019-03-05","1,222","불검출","불검출","적합"
"82","카레(커리)","효고현","2019-04-05","4,360","불검출","불검출","적합"
"83","청국장","훗카이도","2019-04-09","2,970","불검출","불검출","적합"
"84","카레(커리)","나가노현","2018-11-30","10,000","불검출","불검출","적합"
