"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"1","활전갱이(흑점줄전갱이)","에히메현","2019-04-30","2,373","불검출","불검출","적합"
"2","활가리비","홋카이도","2019-04-30","6,922","불검출","불검출","적합"
"3","활게(왕게)","홋카이도","2019-04-30","584","불검출","불검출","적합"
"4","활가리비","홋카이도","2019-04-30","7,000","불검출","불검출","적합"
"5","냉장고등어","후쿠오카현","2019-04-30","4,000","불검출","불검출","적합"
"6","활돔(참돔)","에히메현","2019-04-30","8,082","불검출","불검출","적합"
"7","활돔(참돔)","에히메현","2019-04-30","13,007","불검출","불검출","적합"
"8","활돔(돌돔)","나가사키현","2019-04-30","1,096","불검출","불검출","적합"
"9","냉장갈치","와카야마현","2019-04-30","592","불검출","불검출","적합"
"10","냉장고등어","야마구치현","2019-04-30","4,960","불검출","불검출","적합"
"11","활돔(참돔)","에히메현","2019-04-30","1,933","불검출","불검출","적합"
"12","냉장명태","홋카이도","2019-04-30","2,301","불검출","불검출","적합"
"13","냉장갈치","오이타현","2019-04-30","540","불검출","불검출","적합"
"14","활가리비","홋카이도","2019-04-30","7,000","불검출","불검출","적합"
"15","활돔(참돔)","에히메현","2019-04-30","1,921","불검출","불검출","적합"
"16","냉장홍어","홋카이도","2019-04-30","1,946","불검출","불검출","적합"
"17","냉장명태","홋카이도","2019-04-30","1,800","불검출","불검출","적합"
"18","냉장홍어","홋카이도","2019-04-30","7,863","불검출","불검출","적합"
"19","활돔(참돔)","에히메현","2019-04-30","4,752","불검출","불검출","적합"
"20","냉장명태","홋카이도","2019-04-30","3,120","불검출","불검출","적합"
