"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","","-","-","124,559","-","-","-"
"1","활방어","에히메현","2017-02-01","7,609","불검출","불검출","적합"
"2","활돔(참돔)","에히메현","2017-02-01","2,013","불검출","불검출","적합"
"3","활우렁쉥이","홋카이도","2017-02-01","16,948","불검출","불검출","적합"
"4","활돔(돌돔)","에히메현","2017-02-01","1,094","불검출","불검출","적합"
"5","냉장명태","홋카이도","2017-02-01","3,100","불검출","불검출","적합"
"6","냉장명태","홋카이도","2017-02-01","1,212","불검출","불검출","적합"
"7","냉장명태","홋카이도","2017-02-01","3,408","불검출","불검출","적합"
"8","냉장갈치","오이타현","2017-02-01","1,480","불검출","불검출","적합"
"9","냉장갈치","효고현","2017-02-01","243","불검출","불검출","적합"
"10","활해삼","효고현","2017-02-01","1,886","불검출","불검출","적합"
"11","활돔(돌돔)","시즈오카현","2017-02-01","140","불검출","불검출","적합"
"12","냉장명태","홋카이도","2017-02-01","4,000","불검출","불검출","적합"
"13","냉장갈치","후쿠오카현","2017-02-01","925","불검출","불검출","적합"
"14","냉장명태","홋카이도","2017-02-01","3,000","불검출","불검출","적합"
"15","냉장대구","홋카이도","2017-02-01","1,600","불검출","불검출","적합"
