"순번","품목명","제조·생산지","제조일자","중량
(kg)","검사결과","",""
"","","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"48","캔디류(사탕)","아이치현","2017-01-13","4,320","불검출","불검출","적합"
"49","과자(스낵과자)","아이치현","2017-01-11","326","불검출","불검출","적합"
"50","탄산수소암모늄","도야마현","2017-01-10","18,000","불검출","불검출","적합"
"51","즉석조리식품","가나가와현","2017-01-13","1,346","불검출","불검출","적합"
"52","혼합제제","오사카부","2017-01-11","30","불검출","불검출","적합"
"53","효모추출물제품","오이타현","2016-12-26","2,000","불검출","불검출","적합"
"54","연하곤란환자용점
도증진식품","시즈오카현","2017-01-06","534","불검출","불검출","적합"
"55","맥주","후쿠오카현","2016-12-28","34,920","불검출","불검출","적합"
"56","청주","돗토리현","2017-01-04","173","불검출","불검출","적합"
"57","청주","돗토리현","2017-01-05","540","불검출","불검출","적합"
"58","소스류","구마모토현","2016-12-02","173","불검출","불검출","적합"
"59","과자(스낵과자)","아이치현","2017-01-09","151","불검출","불검출","적합"
"60","맥주","후쿠오카현","2016-11-17","10,100","불검출","불검출","적합"
"61","맥주","오이타현","2016-12-14","66,240","불검출","불검출","적합"
"62","소주","후쿠오카현","2016-12-07","475","불검출","불검출","적합"
"63","소스류","에히메현","2016-07-13","288","불검출","불검출","적합"
"64","수산물가공품","훗카이도","2016-12-12","750","불검출","불검출","적합"
"65","청주","니가타현","2016-12-10","25,920","불검출","불검출","적합"
"66","혼합제제","사이타마현","2017-01-05","288","불검출","불검출","적합"
"67","효모추출물제품","가나가와현","2016-11-05","140","불검출","불검출","적합"
"68","혼합제제","나가노현","2017-01-11","1,000","불검출","불검출","적합"
"69","혼합제제","사이타마현","2017-01-05","128","불검출","불검출","적합"
"70","합성착향료","가나가와현","2016-12-19","12","불검출","불검출","적합"
"71","혼합제제","오사카부","2017-01-10","45","불검출","불검출","적합"
"72","혼합제제","오사카부","2017-01-11","30","불검출","불검출","적합"
"73","어묵","ETC","2016-12-16","3,528","불검출","불검출","적합"
"74","소스류","아이치현","2017-01-05","9,720","불검출","불검출","적합"
"75","캔디류(사탕)","아이치현","2017-01-11","360","불검출","불검출","적합"
"76","청주","돗토리현","2017-01-05","72","불검출","불검출","적합"
"77","청주","돗토리현","2017-01-04","86","불검출","불검출","적합"
"78","혼합제제","도쿄도","2016-12-26","40","불검출","불검출","적합"
"79","맥주","후쿠오카현","2016-12-28","34,920","불검출","불검출","적합"
"80","맥주","오이타현","2016-12-11","14,760","불검출","불검출","적합"
"81","커피/건조","과테말라","","34,478","불검출","불검출","적합"
