"순번","품목","원산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","","-","-","932,788.8","-","-","-"
"1","냉동대구(목살)","러시아","2017-01-25","96,147","불검출","불검출","적합"
"2","냉동명태(F)","러시아","2017-01-25","27,671","불검출","불검출","적합"
"3","냉동가자미","러시아","2017-01-25","840","불검출","불검출","적합"
"4","냉동명태","러시아","2017-01-25","367,679","불검출","불검출","적합"
"5","냉동가자미
(각시가자미)","러시아","2017-01-25","10,516","불검출","불검출","적합"
"6","냉동꽁치","대만","2017-01-25","235,099","불검출","불검출","적합"
"7","냉동꽁치","대만","2017-01-25","22,344","불검출","불검출","적합"
"8","냉동꽁치","대만","2017-01-25","30,461","불검출","불검출","적합"
"9","냉동꽁치","대만","2017-01-25","1,341","불검출","불검출","적합"
"10","냉동명태(F)","러시아","2017-01-25","37,080","불검출","불검출","적합"
"11","냉동명태(F)","러시아","2017-01-25","46,500","불검출","불검출","적합"
"12","냉동가자미
(까지가자미)","러시아","2017-01-25","17,010.8","불검출","불검출","적합"
"13","냉동명태","러시아","2017-01-25","40,100","불검출","불검출","적합"
