"순번","품      목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","","-","-","65,612","-","-","-"
"1","활돔(돌돔)","나가사키현","2016-07-07","1,269","불검출","불검출","적합"
"2","냉장준치","구마모토현","2016-07-07","56","불검출","불검출","적합"
"3","냉장갈치","와카야마현","2016-07-07","696","불검출","불검출","적합"
"4","냉장갈치","에히메현","2016-07-07","150","불검출","불검출","적합"
"5","냉장명태","홋카이도","2016-07-07","564","불검출","불검출","적합"
"6","냉장대구","홋카이도","2016-07-07","390","불검출","불검출","적합"
"7","냉장명태","홋카이도","2016-07-07","552","불검출","불검출","적합"
"8","냉장대구","홋카이도","2016-07-07","380","불검출","불검출","적합"
"9","냉장홍어","홋카이도","2016-07-07","490","불검출","불검출","적합"
"10","냉장준치","효고현","2016-07-07","1,576","불검출","불검출","적합"
"11","냉장가오리","야마구치현","2016-07-07","110","불검출","불검출","적합"
"12","냉장홍어","홋카이도","2016-07-07","5,193","불검출","불검출","적합"
"13","냉장갈치","와카야마현","2016-07-07","1,992","불검출","불검출","적합"
"14","냉장명태","홋카이도","2016-07-07","1,950","불검출","불검출","적합"
"15","냉장갈치","와카야마현","2016-07-07","2,112","불검출","불검출","적합"
"16","냉장갈치","와카야마현","2016-07-07","1,200","불검출","불검출","적합"
