"순번","품      목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","","-","-","91,620","-","-","-"
"1","활장어(먹장어)","나가사키현","2016-07-12","928","불검출","불검출","적합"
"2","활가리비","홋카이도","2016-07-12","7,260","불검출","불검출","적합"
"3","활가리비","홋카이도","2016-07-12","7,140","불검출","불검출","적합"
"4","활가리비","홋카이도","2016-07-12","7,000","불검출","불검출","적합"
"5","활가리비","홋카이도","2016-07-12","7,128","불검출","불검출","적합"
"6","냉장갈치","와카야마현","2016-07-12","464","불검출","불검출","적합"
"7","냉장갈치","에히메현","2016-07-12","310","불검출","불검출","적합"
"8","냉장명태","홋카이도","2016-07-12","768","불검출","불검출","적합"
"9","냉장명태","홋카이도","2016-07-12","768","불검출","불검출","적합"
"10","냉장명태","홋카이도","2016-07-12","1,572","불검출","불검출","적합"
"11","냉장명태","홋카이도","2016-07-12","1,572","불검출","불검출","적합"
"12","냉장대구","홋카이도","2016-07-12","180","불검출","불검출","적합"
"13","냉장대구","홋카이도","2016-07-12","180","불검출","불검출","적합"
"14","냉장홍어","홋카이도","2016-07-12","219","불검출","불검출","적합"
"15","냉장명태","홋카이도","2016-07-12","4,951","불검출","불검출","적합"
"16","냉장홍어","홋카이도","2016-07-12","1,198","불검출","불검출","적합"
