"순번","품목명","제조·생산지","제조일자","중량
(kg)","검사결과","",""
"","","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"합계","","95","","421,014","","",""
"1","혼합제제","미에현","2016-06-22","165","불검출","불검출","적합"
"2","과자(스낵과자)","사이타마현","2016-05-11","599","불검출","불검출","적합"
"3","폴리글리세린지방
산에스테르","미에현","2016-05-13","70","불검출","불검출","적합"
"4","베타-카로틴","오사카부","2016-06-03","660","불검출","불검출","적합"
"5","혼합제제","히로시마현","2016-06-13","100","불검출","불검출","적합"
"6","어묵","시마네현","2016-06-07","240","불검출","불검출","적합"
"7","발효식초","가고시마현","2016-06-08","414","불검출","불검출","적합"
"8","청주","도치기현","2016-06-09","4,800","불검출","불검출","적합"
"9","카레","니가타현","2016-04-11","504","불검출","불검출","적합"
"10","프로필렌글리콜지
방산에스테르","오사카부","2016-05-10","70","불검출","불검출","적합"
"11","탄산음료","오사카부","2016-06-10","300","불검출","불검출","적합"
"12","어묵","시마네현","2016-06-03","1,590","불검출","불검출","적합"
"13","어묵","시마네현","2016-06-07","706","불검출","불검출","적합"
