"순번","품      목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"17","냉장홍어","홋카이도","2016-07-12","9,213","불검출","불검출","적합"
"18","냉장명태","홋카이도","2016-07-12","1,032","불검출","불검출","적합"
"19","냉장갈치","와카야마현","2016-07-12","1,792","불검출","불검출","적합"
"20","냉장갈치","오이타현","2016-07-12","405","불검출","불검출","적합"
"21","냉장돔(황돔)","후쿠오카현","2016-07-12","145","불검출","불검출","적합"
"22","냉장명태","홋카이도","2016-07-12","1,506","불검출","불검출","적합"
"23","냉장갈치","히로시마현","2016-07-12","130","불검출","불검출","적합"
"24","냉장갈치","와카야마현","2016-07-12","1,544","불검출","불검출","적합"
"25","냉장갈치","와카야마현","2016-07-12","2,320","불검출","불검출","적합"
"26","활가리비","홋카이도","2016-07-12","6,971","불검출","불검출","적합"
"27","활장어(먹장어)","야마구치현","2016-07-12","2,828","불검출","불검출","적합"
"28","활가리비","홋카이도","2016-07-12","7,982","불검출","불검출","적합"
"29","활가리비","홋카이도","2016-07-12","7,123","불검출","불검출","적합"
"30","활가리비","홋카이도","2016-07-12","6,991","불검출","불검출","적합"
